 energy shell parameters
             Nshells                80
              kstart      43.770000000
                kend    1660.000000000
               Npmax                20
 isotropic coordinates
    i    j                 x                 y                 z
   20    9   0.121138656E+03   0.173911296E+03   0.376991118E+03
   20   10  -0.287573419E+02  -0.209982685E+03   0.376991118E+03
   20   11  -0.284867981E+03  -0.206704575E+03   0.251327412E+03
   20   12  -0.200221332E+03  -0.381049653E+03   0.418879020E+02
   20   13  -0.273376388E+03  -0.261615095E+03  -0.209439510E+03
   20   14  -0.101635727E+02  -0.211698877E+03  -0.376991118E+03
   20   15   0.165901819E+03   0.131895031E+03  -0.376991118E+03
   20   16  -0.230967729E+03   0.265575707E+03  -0.251327412E+03
   20   17  -0.962049333E+02   0.419561712E+03  -0.418879020E+02
   20   18  -0.221892628E+03   0.306497585E+03   0.209439510E+03
   20   19  -0.409677587E+03   0.584373495E+02   0.125663706E+03
   20   20  -0.397129961E+03   0.116354815E+03  -0.125663706E+03
   20   21   0.397129961E+03   0.116354815E+03  -0.125663706E+03
   20   22   0.210401035E+03   0.282148813E+03  -0.251327412E+03
   20   23   0.962049333E+02   0.419561712E+03  -0.418879020E+02
   20   24   0.221892628E+03   0.306497585E+03   0.209439510E+03
   20   25   0.404232138E+03   0.885834524E+02   0.125663706E+03
   20   26   0.287334589E+03  -0.203261855E+03   0.251327412E+03
   20   27   0.203994675E+03  -0.379042995E+03   0.418879020E+02
   20   28   0.273376388E+03  -0.261615095E+03  -0.209439510E+03
   20   29   0.121138656E+03  -0.173911296E+03  -0.376991118E+03
   20   30  -0.287573419E+02   0.209982685E+03  -0.376991118E+03
   20   31  -0.284867981E+03   0.206704575E+03  -0.251327412E+03
   20   32  -0.200221332E+03   0.381049653E+03  -0.418879020E+02
   20   33  -0.273376388E+03   0.261615095E+03   0.209439510E+03
   20   34  -0.101635727E+02   0.211698877E+03   0.376991118E+03
   20   35   0.165901819E+03  -0.131895031E+03   0.376991118E+03
   20   36  -0.230967729E+03  -0.265575707E+03   0.251327412E+03
   20   37  -0.962049333E+02  -0.419561712E+03   0.418879020E+02
   20   38  -0.221892628E+03  -0.306497585E+03  -0.209439510E+03
   20   39  -0.409677587E+03  -0.584373495E+02  -0.125663706E+03
   20   40  -0.397129961E+03  -0.116354815E+03   0.125663706E+03
   21    1  -0.318905940E+03  -0.318905940E+03  -0.418879020E+02
   21    2  -0.143059108E+03  -0.314190172E+03  -0.293215314E+03
   21    3   0.214376197E+03  -0.130679515E+03  -0.376991118E+03
   21    4   0.397137641E+03  -0.177895813E+03  -0.125663706E+03
   21    5   0.280678984E+03  -0.353017428E+03   0.418879020E+02
   21    6   0.233120687E+03  -0.196257924E+03   0.335103216E+03
   21    7  -0.178399131E+03  -0.176657974E+03   0.376991118E+03
   21    8  -0.244343808E+03  -0.342606414E+03   0.167551608E+03
   21    9  -0.430997514E+03  -0.132827480E+03   0.418879020E+02
   21   10  -0.329629449E+03  -0.182580259E+03  -0.251327412E+03
   21   11  -0.243597258E+03   0.183092335E+03  -0.335103216E+03
   21   12   0.178399131E+03   0.176657974E+03  -0.376991118E+03
   21   13   0.244343808E+03   0.342606414E+03  -0.167551608E+03
   21   14   0.430997514E+03   0.132827480E+03  -0.418879020E+02
   21   15   0.329629449E+03   0.182580259E+03   0.251327412E+03
   21   16   0.729556803E+02   0.337429757E+03   0.293215314E+03
   21   17  -0.214376197E+03   0.130679515E+03   0.376991118E+03
   21   18  -0.397137641E+03   0.177895813E+03   0.125663706E+03
   21   19  -0.274843027E+03   0.357579792E+03  -0.418879020E+02
   21   20   0.156906156E+02   0.450728079E+03   0.418879020E+02
   21   21  -0.318905940E+03   0.318905940E+03   0.418879020E+02
   21   22  -0.143059108E+03   0.314190172E+03   0.293215314E+03
   21   23   0.214376197E+03   0.130679515E+03   0.376991118E+03
   21   24   0.397137641E+03   0.177895813E+03   0.125663706E+03
   21   25   0.280678984E+03   0.353017428E+03  -0.418879020E+02
   21   26   0.233120687E+03   0.196257924E+03  -0.335103216E+03
   21   27  -0.178399131E+03   0.176657974E+03  -0.376991118E+03
   21   28  -0.244343808E+03   0.342606414E+03  -0.167551608E+03
   21   29  -0.430997514E+03   0.132827480E+03  -0.418879020E+02
   21   30  -0.329629449E+03   0.182580259E+03   0.251327412E+03
   21   31  -0.243597258E+03  -0.183092335E+03   0.335103216E+03
   21   32   0.178399131E+03  -0.176657974E+03   0.376991118E+03
   21   33   0.244343808E+03  -0.342606414E+03   0.167551608E+03
   21   34   0.430997514E+03  -0.132827480E+03   0.418879020E+02
   21   35   0.329629449E+03  -0.182580259E+03  -0.251327412E+03
   21   36   0.729556803E+02  -0.337429757E+03  -0.293215314E+03
   21   37  -0.214376197E+03  -0.130679515E+03  -0.376991118E+03
   21   38  -0.397137641E+03  -0.177895813E+03  -0.125663706E+03
   21   39  -0.274843027E+03  -0.357579792E+03   0.418879020E+02
   21   40   0.156906156E+02  -0.450728079E+03  -0.418879020E+02
   22    1   0.137410674E+03  -0.420895527E+03  -0.167551608E+03
   22    2  -0.216823837E+03  -0.412404313E+03  -0.837758041E+02
   22    3  -0.336806301E+03  -0.157145073E+03  -0.293215314E+03
   22    4  -0.778538158E+02  -0.757687637E+02  -0.460766923E+03
   22    5   0.210316848E+03  -0.194300795E+03  -0.376991118E+03
   22    6   0.420896257E+03   0.555851738E+02  -0.209439510E+03
   22    7   0.461679364E+03  -0.959471070E+02   0.418879020E+02
   22    8   0.302409460E+03  -0.354455092E+03   0.837758041E+02
   22    9   0.555440076E+02  -0.329740772E+03   0.335103216E+03
   22   10  -0.246414874E+03  -0.367851121E+03   0.167551608E+03
   22   11  -0.420896257E+03  -0.555851738E+02   0.209439510E+03
   22   12  -0.461679364E+03   0.959471070E+02  -0.418879020E+02
   22   13  -0.302409460E+03   0.354455092E+03  -0.837758041E+02
   22   14  -0.555440076E+02   0.329740772E+03  -0.335103216E+03
   22   15   0.246414874E+03   0.367851121E+03  -0.167551608E+03
   22   16   0.195818508E+03   0.422782457E+03   0.837758041E+02
   22   17   0.328859261E+03   0.173160749E+03   0.293215314E+03
   22   18   0.108611848E+03   0.236404761E+01   0.460766923E+03
   22   19  -0.236122541E+03   0.161963333E+03   0.376991118E+03
   22   20  -0.137410674E+03   0.420895527E+03   0.167551608E+03
   22   21   0.137410674E+03   0.420895527E+03   0.167551608E+03
   22   22  -0.216823837E+03   0.412404313E+03   0.837758041E+02
   22   23  -0.336806301E+03   0.157145073E+03   0.293215314E+03
   22   24  -0.778538158E+02   0.757687637E+02   0.460766923E+03
   22   25   0.210316848E+03   0.194300795E+03   0.376991118E+03
   22   26   0.420896257E+03  -0.555851738E+02   0.209439510E+03
   22   27   0.461679364E+03   0.959471070E+02  -0.418879020E+02
   22   28   0.302409460E+03   0.354455092E+03  -0.837758041E+02
   22   29   0.555440076E+02   0.329740772E+03  -0.335103216E+03
   22   30  -0.246414874E+03   0.367851121E+03  -0.167551608E+03
   22   31  -0.420896257E+03   0.555851738E+02  -0.209439510E+03
   22   32  -0.461679364E+03  -0.959471070E+02   0.418879020E+02
   22   33  -0.302409460E+03  -0.354455092E+03   0.837758041E+02
   22   34  -0.555440076E+02  -0.329740772E+03   0.335103216E+03
   22   35   0.246414874E+03  -0.367851121E+03   0.167551608E+03
   22   36   0.195818508E+03  -0.422782457E+03  -0.837758041E+02
   22   37   0.328859261E+03  -0.173160749E+03  -0.293215314E+03
   22   38   0.108611848E+03  -0.236404761E+01  -0.460766923E+03
   22   39  -0.236122541E+03  -0.161963333E+03  -0.376991118E+03
   22   40  -0.137410674E+03  -0.420895527E+03  -0.167551608E+03
   23    1   0.450722799E+03  -0.112572163E+03   0.167551608E+03
   23    2   0.255631488E+03   0.190859407E+03   0.376991118E+03
   23    3  -0.128271615E+03  -0.123033778E+03   0.460766923E+03
   23    4  -0.110655113E+03  -0.410471744E+03   0.251327412E+03
   23    5   0.271399638E+03  -0.404006096E+03   0.837758041E+02
   23    6   0.189926731E+03  -0.380341219E+03  -0.251327412E+03
   23    7   0.355084722E+03  -0.742815529E+02  -0.335103216E+03
   23    8   0.478079116E+03   0.912088151E+02  -0.837758041E+02
   23    9   0.299024452E+03   0.390802834E+03  -0.418879020E+02
   23   10   0.205457563E+03   0.372181134E+03   0.251327412E+03
   23   11  -0.187222493E+03   0.381679636E+03   0.251327412E+03
   23   12  -0.312831689E+03   0.183682452E+03   0.335103216E+03
   23   13  -0.478079116E+03  -0.912088151E+02   0.837758041E+02
   23   14  -0.298545573E+03  -0.391168785E+03   0.418879020E+02
   23   15  -0.205457563E+03  -0.372181134E+03  -0.251327412E+03
   23   16  -0.313120126E+03  -0.610782907E+02  -0.376991118E+03
   23   17   0.128271615E+03   0.123033778E+03  -0.460766923E+03
   23   18   0.303035585E+02   0.424043984E+03  -0.251327412E+03
   23   19  -0.269917603E+03   0.404997749E+03  -0.837758041E+02
   23   20  -0.450722799E+03   0.112572163E+03  -0.167551608E+03
   23   21   0.450722799E+03   0.112572163E+03  -0.167551608E+03
   23   22   0.255631488E+03  -0.190859407E+03  -0.376991118E+03
   23   23  -0.128271615E+03   0.123033778E+03  -0.460766923E+03
   23   24  -0.110655113E+03   0.410471744E+03  -0.251327412E+03
   23   25   0.271399638E+03   0.404006096E+03  -0.837758041E+02
   23   26   0.189926731E+03   0.380341219E+03   0.251327412E+03
   23   27   0.355084722E+03   0.742815529E+02   0.335103216E+03
   23   28   0.478079116E+03  -0.912088151E+02   0.837758041E+02
   23   29   0.299024452E+03  -0.390802834E+03   0.418879020E+02
   23   30   0.205457563E+03  -0.372181134E+03  -0.251327412E+03
   23   31  -0.187222493E+03  -0.381679636E+03  -0.251327412E+03
   23   32  -0.312831689E+03  -0.183682452E+03  -0.335103216E+03
   23   33  -0.478079116E+03   0.912088151E+02  -0.837758041E+02
   23   34  -0.298545573E+03   0.391168785E+03  -0.418879020E+02
   23   35  -0.205457563E+03   0.372181134E+03   0.251327412E+03
   23   36  -0.313120126E+03   0.610782907E+02   0.376991118E+03
   23   37   0.128271615E+03  -0.123033778E+03   0.460766923E+03
   23   38   0.303035585E+02  -0.424043984E+03   0.251327412E+03
   23   39  -0.269917603E+03  -0.404997749E+03   0.837758041E+02
   23   40  -0.450722799E+03  -0.112572163E+03   0.167551608E+03
   24    1  -0.258610776E+03   0.426441179E+03  -0.125663706E+03
   24    2   0.102087833E+03   0.475423508E+03  -0.167551608E+03
   24    3   0.217346919E+03   0.204508342E+03  -0.418879020E+03
   24    4  -0.108840901E+03  -0.384249672E+01  -0.502654825E+03
   24    5  -0.366275652E+03   0.134428272E+03  -0.335103216E+03
   24    6  -0.488288879E+03  -0.138125177E+03  -0.837758041E+02
   24    7  -0.456032301E+03   0.112661490E+03   0.209439510E+03
   24    8  -0.314083416E+03   0.349298839E+03   0.209439510E+03
   24    9   0.123311839E+02   0.349640698E+03   0.376991118E+03
   24   10   0.272468565E+03   0.417722986E+03   0.125663706E+03
   24   11   0.488288879E+03   0.138125177E+03   0.837758041E+02
   24   12   0.469671571E+03  -0.816612985E+01  -0.209439510E+03
   24   13   0.317836178E+03  -0.345887604E+03  -0.209439510E+03
   24   14  -0.678514212E+02  -0.343215472E+03  -0.376991118E+03
   24   15  -0.272468565E+03  -0.417722986E+03  -0.125663706E+03
   24   16  -0.137404721E+03  -0.466443330E+03   0.167551608E+03
   24   17  -0.218543287E+03  -0.203229371E+03   0.418879020E+03
   24   18   0.108840901E+03   0.384249672E+01   0.502654825E+03
   24   19   0.366275652E+03  -0.134428272E+03   0.335103216E+03
   24   20   0.258610776E+03  -0.426441179E+03   0.125663706E+03
   24   21  -0.258610776E+03  -0.426441179E+03   0.125663706E+03
   24   22   0.102087833E+03  -0.475423508E+03   0.167551608E+03
   24   23   0.217346919E+03  -0.204508342E+03   0.418879020E+03
   24   24  -0.108840901E+03   0.384249672E+01   0.502654825E+03
   24   25  -0.366275652E+03  -0.134428272E+03   0.335103216E+03
   24   26  -0.488288879E+03   0.138125177E+03   0.837758041E+02
   24   27  -0.456032301E+03  -0.112661490E+03  -0.209439510E+03
   24   28  -0.314083416E+03  -0.349298839E+03  -0.209439510E+03
   24   29   0.123311839E+02  -0.349640698E+03  -0.376991118E+03
   24   30   0.272468565E+03  -0.417722986E+03  -0.125663706E+03
   24   31   0.488288879E+03  -0.138125177E+03  -0.837758041E+02
   24   32   0.469671571E+03   0.816612985E+01   0.209439510E+03
   24   33   0.317836178E+03   0.345887604E+03   0.209439510E+03
   24   34  -0.678514212E+02   0.343215472E+03   0.376991118E+03
   24   35  -0.272468565E+03   0.417722986E+03   0.125663706E+03
   24   36  -0.137404721E+03   0.466443330E+03  -0.167551608E+03
   24   37  -0.218543287E+03   0.203229371E+03  -0.418879020E+03
   24   38   0.108840901E+03  -0.384249672E+01  -0.502654825E+03
   24   39   0.366275652E+03   0.134428272E+03  -0.335103216E+03
   24   40   0.258610776E+03   0.426441179E+03  -0.125663706E+03
   25    1  -0.375873960E+03  -0.242341780E+03  -0.293215314E+03
   25    2  -0.505312966E+03   0.121874659E+03  -0.125663706E+03
   25    3  -0.254733917E+03   0.420988974E+03  -0.209439510E+03
   25    4   0.166884699E+02   0.270926800E+03  -0.460766923E+03
   25    5  -0.581801842E+02  -0.173029438E+03  -0.502654825E+03
   25    6   0.229090639E+03  -0.348151269E+03  -0.335103216E+03
   25    7   0.112443545E+03  -0.521140908E+03  -0.418879020E+02
   25    8  -0.284948686E+03  -0.450594766E+03  -0.418879020E+02
   25    9  -0.374986479E+03  -0.286715304E+03   0.251327412E+03
   25   10  -0.487574415E+03   0.662742359E+02   0.209439510E+03
   25   11  -0.229090639E+03   0.348151269E+03   0.335103216E+03
   25   12  -0.112443545E+03   0.521140908E+03   0.418879020E+02
   25   13   0.284948686E+03   0.450594766E+03   0.418879020E+02
   25   14   0.374986479E+03   0.286715304E+03  -0.251327412E+03
   25   15   0.481502419E+03  -0.101373100E+03  -0.209439510E+03
   25   16   0.505312966E+03  -0.121874659E+03   0.125663706E+03
   25   17   0.282336565E+03  -0.402997703E+03   0.209439510E+03
   25   18  -0.166884699E+02  -0.270926800E+03   0.460766923E+03
   25   19   0.143723363E+03   0.112550945E+03   0.502654825E+03
   25   20   0.401621019E+03   0.196751949E+03   0.293215314E+03
   25   21  -0.375873960E+03   0.242341780E+03   0.293215314E+03
   25   22  -0.505312966E+03  -0.121874659E+03   0.125663706E+03
   25   23  -0.254733917E+03  -0.420988974E+03   0.209439510E+03
   25   24   0.166884699E+02  -0.270926800E+03   0.460766923E+03
   25   25  -0.581801842E+02   0.173029438E+03   0.502654825E+03
   25   26   0.229090639E+03   0.348151269E+03   0.335103216E+03
   25   27   0.112443545E+03   0.521140908E+03   0.418879020E+02
   25   28  -0.284948686E+03   0.450594766E+03   0.418879020E+02
   25   29  -0.374986479E+03   0.286715304E+03  -0.251327412E+03
   25   30  -0.487574415E+03  -0.662742359E+02  -0.209439510E+03
   25   31  -0.229090639E+03  -0.348151269E+03  -0.335103216E+03
   25   32  -0.112443545E+03  -0.521140908E+03  -0.418879020E+02
   25   33   0.284948686E+03  -0.450594766E+03  -0.418879020E+02
   25   34   0.374986479E+03  -0.286715304E+03   0.251327412E+03
   25   35   0.481502419E+03   0.101373100E+03   0.209439510E+03
   25   36   0.505312966E+03   0.121874659E+03  -0.125663706E+03
   25   37   0.282336565E+03   0.402997703E+03  -0.209439510E+03
   25   38  -0.166884699E+02   0.270926800E+03  -0.460766923E+03
   25   39   0.143723363E+03  -0.112550945E+03  -0.502654825E+03
   25   40   0.401621019E+03  -0.196751949E+03  -0.293215314E+03
   26    1   0.854166708E+02   0.434391463E+03   0.335103216E+03
   26    2   0.401942632E+03   0.373777810E+03   0.837758041E+02
   26    3   0.268536959E+03   0.415942964E+03  -0.251327412E+03
   26    4  -0.131743225E+03   0.477246656E+03  -0.251327412E+03
   26    5  -0.234414221E+03   0.496304044E+03   0.837758041E+02
   26    6  -0.488343161E+03   0.204287864E+03   0.167551608E+03
   26    7  -0.359776945E+03  -0.581982156E+02   0.418879020E+03
   26    8   0.291541134E+02   0.104447942E+03   0.544542727E+03
   26    9   0.305222873E+03  -0.199161944E+03   0.418879020E+03
   26   10   0.532105293E+03   0.967404048E+02   0.125663706E+03
   26   11   0.494087029E+03  -0.189975217E+03  -0.167551608E+03
   26   12   0.325448962E+03   0.164041017E+03  -0.418879020E+03
   26   13  -0.653909987E+02  -0.865063711E+02  -0.544542727E+03
   26   14  -0.321056383E+03   0.172479799E+03  -0.418879020E+03
   26   15  -0.532105293E+03  -0.967404048E+02  -0.125663706E+03
   26   16  -0.396257614E+03  -0.379799465E+03  -0.837758041E+02
   26   17  -0.282459701E+03  -0.406616730E+03   0.251327412E+03
   26   18   0.131743225E+03  -0.477246656E+03   0.251327412E+03
   26   19   0.234414221E+03  -0.496304044E+03  -0.837758041E+02
   26   20  -0.854166708E+02  -0.434391463E+03  -0.335103216E+03
   26   21   0.854166708E+02  -0.434391463E+03  -0.335103216E+03
   26   22   0.401942632E+03  -0.373777810E+03  -0.837758041E+02
   26   23   0.268536959E+03  -0.415942964E+03   0.251327412E+03
   26   24  -0.131743225E+03  -0.477246656E+03   0.251327412E+03
   26   25  -0.234414221E+03  -0.496304044E+03  -0.837758041E+02
   26   26  -0.488343161E+03  -0.204287864E+03  -0.167551608E+03
   26   27  -0.359776945E+03   0.581982156E+02  -0.418879020E+03
   26   28   0.291541134E+02  -0.104447942E+03  -0.544542727E+03
   26   29   0.305222873E+03   0.199161944E+03  -0.418879020E+03
   26   30   0.532105293E+03  -0.967404048E+02  -0.125663706E+03
   26   31   0.494087029E+03   0.189975217E+03   0.167551608E+03
   26   32   0.325448962E+03  -0.164041017E+03   0.418879020E+03
   26   33  -0.653909987E+02   0.865063711E+02   0.544542727E+03
   26   34  -0.321056383E+03  -0.172479799E+03   0.418879020E+03
   26   35  -0.532105293E+03   0.967404048E+02   0.125663706E+03
   26   36  -0.396257614E+03   0.379799465E+03   0.837758041E+02
   26   37  -0.282459701E+03   0.406616730E+03  -0.251327412E+03
   26   38   0.131743225E+03   0.477246656E+03  -0.251327412E+03
   26   39   0.234414221E+03   0.496304044E+03   0.837758041E+02
   26   40  -0.854166708E+02   0.434391463E+03   0.335103216E+03
   27    1  -0.530420879E+03   0.788170727E+02  -0.209439510E+03
   27    2  -0.430040013E+03  -0.320349851E+03  -0.209439510E+03
   27    3  -0.353605775E+03  -0.436571801E+03   0.125663706E+03
   27    4  -0.407690129E+03  -0.151953294E+03   0.376991118E+03
   27    5  -0.509693979E+03   0.236313412E+03   0.125663706E+03
   27    6  -0.214818934E+03   0.507151489E+03   0.167551608E+03
   27    7  -0.118464298E+03   0.537881044E+03  -0.167551608E+03
   27    8  -0.285218551E+03   0.273155804E+03  -0.418879020E+03
   27    9   0.483230451E+02  -0.180447917E+03  -0.544542727E+03
   27   10  -0.717741404E+02  -0.388345449E+03  -0.418879020E+03
   27   11   0.214818934E+03  -0.507151489E+03  -0.167551608E+03
   27   12   0.391872433E+02  -0.549376162E+03   0.167551608E+03
   27   13   0.227862345E+03  -0.322556144E+03   0.418879020E+03
   27   14  -0.483230451E+02   0.180447917E+03   0.544542727E+03
   27   15   0.717741404E+02   0.388345449E+03   0.418879020E+03
   27   16   0.422183691E+03   0.330634800E+03   0.209439510E+03
   27   17   0.353605775E+03   0.436571801E+03  -0.125663706E+03
   27   18   0.426431710E+03   0.863541660E+02  -0.376991118E+03
   27   19   0.515469763E+03  -0.223434342E+03  -0.125663706E+03
   27   20   0.530420879E+03  -0.788170727E+02   0.209439510E+03
   27   21  -0.530420879E+03  -0.788170727E+02   0.209439510E+03
   27   22  -0.430040013E+03   0.320349851E+03   0.209439510E+03
   27   23  -0.353605775E+03   0.436571801E+03  -0.125663706E+03
   27   24  -0.407690129E+03   0.151953294E+03  -0.376991118E+03
   27   25  -0.509693979E+03  -0.236313412E+03  -0.125663706E+03
   27   26  -0.214818934E+03  -0.507151489E+03  -0.167551608E+03
   27   27  -0.118464298E+03  -0.537881044E+03   0.167551608E+03
   27   28  -0.285218551E+03  -0.273155804E+03   0.418879020E+03
   27   29   0.483230451E+02   0.180447917E+03   0.544542727E+03
   27   30  -0.717741404E+02   0.388345449E+03   0.418879020E+03
   27   31   0.214818934E+03   0.507151489E+03   0.167551608E+03
   27   32   0.391872433E+02   0.549376162E+03  -0.167551608E+03
   27   33   0.227862345E+03   0.322556144E+03  -0.418879020E+03
   27   34  -0.483230451E+02  -0.180447917E+03  -0.544542727E+03
   27   35   0.717741404E+02  -0.388345449E+03  -0.418879020E+03
   27   36   0.422183691E+03  -0.330634800E+03  -0.209439510E+03
   27   37   0.353605775E+03  -0.436571801E+03   0.125663706E+03
   27   38   0.426431710E+03  -0.863541660E+02   0.376991118E+03
   27   39   0.515469763E+03   0.223434342E+03   0.125663706E+03
   27   40   0.530420879E+03   0.788170727E+02  -0.209439510E+03
   28    1  -0.129499201E+03  -0.355417346E+03  -0.460766923E+03
   28    2   0.275592941E+03  -0.163659244E+03  -0.502654825E+03
   28    3   0.489921855E+03  -0.295466961E+03  -0.167551608E+03
   28    4   0.246341714E+03  -0.541256735E+03   0.418879020E+02
   28    5  -0.136481552E+03  -0.574240447E+03  -0.837758041E+02
   28    6  -0.428286045E+03  -0.395192847E+03   0.125663706E+03
   28    7  -0.591517476E+03  -0.612386279E+02  -0.418879020E+02
   28    8  -0.423725671E+03  -0.198648522E+02  -0.418879020E+03
   28    9  -0.242440170E+03   0.348081628E+03  -0.418879020E+03
   28   10   0.215676560E+03   0.310765434E+03  -0.460766923E+03
   28   11   0.422024552E+03   0.401872618E+03  -0.125663706E+03
   28   12   0.592001978E+03   0.563626770E+02   0.418879020E+02
   28   13   0.423725671E+03   0.198648522E+02   0.418879020E+03
   28   14   0.197396505E+03  -0.375463282E+03   0.418879020E+03
   28   15  -0.215676560E+03  -0.310765434E+03   0.460766923E+03
   28   16  -0.257639419E+03   0.190677075E+03   0.502654825E+03
   28   17  -0.489921855E+03   0.295466961E+03   0.167551608E+03
   28   18  -0.251268483E+03   0.538987239E+03  -0.418879020E+02
   28   19   0.136481552E+03   0.574240447E+03   0.837758041E+02
   28   20   0.129499201E+03   0.355417346E+03   0.460766923E+03
   28   21  -0.129499201E+03   0.355417346E+03   0.460766923E+03
   28   22   0.275592941E+03   0.163659244E+03   0.502654825E+03
   28   23   0.489921855E+03   0.295466961E+03   0.167551608E+03
   28   24   0.246341714E+03   0.541256735E+03  -0.418879020E+02
   28   25  -0.136481552E+03   0.574240447E+03   0.837758041E+02
   28   26  -0.428286045E+03   0.395192847E+03  -0.125663706E+03
   28   27  -0.591517476E+03   0.612386279E+02   0.418879020E+02
   28   28  -0.423725671E+03   0.198648522E+02   0.418879020E+03
   28   29  -0.242440170E+03  -0.348081628E+03   0.418879020E+03
   28   30   0.215676560E+03  -0.310765434E+03   0.460766923E+03
   28   31   0.422024552E+03  -0.401872618E+03   0.125663706E+03
   28   32   0.592001978E+03  -0.563626770E+02  -0.418879020E+02
   28   33   0.423725671E+03  -0.198648522E+02  -0.418879020E+03
   28   34   0.197396505E+03   0.375463282E+03  -0.418879020E+03
   28   35  -0.215676560E+03   0.310765434E+03  -0.460766923E+03
   28   36  -0.257639419E+03  -0.190677075E+03  -0.502654825E+03
   28   37  -0.489921855E+03  -0.295466961E+03  -0.167551608E+03
   28   38  -0.251268483E+03  -0.538987239E+03   0.418879020E+02
   28   39   0.136481552E+03  -0.574240447E+03  -0.837758041E+02
   28   40   0.129499201E+03  -0.355417346E+03  -0.460766923E+03
   29    1  -0.145032356E+03   0.597846268E+03   0.418879020E+02
   29    2  -0.315602608E+03   0.466303192E+03  -0.251327412E+03
   29    3  -0.583096093E+03   0.110156916E+03  -0.167551608E+03
   29    4  -0.556844508E+03   0.834737503E+02   0.251327412E+03
   29    5  -0.330081155E+03   0.359351177E+03   0.376991118E+03
   29    6   0.120331739E+03   0.147744818E+03   0.586430629E+03
   29    7   0.450172385E+03   0.255459976E+03   0.335103216E+03
   29    8   0.306080187E+03   0.533637952E+03   0.418879020E+02
   29    9   0.387018662E+03   0.343702678E+03  -0.335103216E+03
   29   10   0.331892946E+01   0.289259995E+03  -0.544542727E+03
   29   11  -0.120331739E+03  -0.147744818E+03  -0.586430629E+03
   29   12  -0.450172385E+03  -0.255459976E+03  -0.335103216E+03
   29   13  -0.306080187E+03  -0.533637952E+03  -0.418879020E+02
   29   14  -0.387018662E+03  -0.343702678E+03   0.335103216E+03
   29   15  -0.526701678E+02  -0.284443691E+03   0.544542727E+03
   29   16   0.346487392E+03  -0.443835735E+03   0.251327412E+03
   29   17   0.583096093E+03  -0.110156916E+03   0.167551608E+03
   29   18   0.556844508E+03  -0.834737503E+02  -0.251327412E+03
   29   19   0.330081155E+03  -0.359351177E+03  -0.376991118E+03
   29   20   0.145032356E+03  -0.597846268E+03  -0.418879020E+02
   29   21  -0.145032356E+03  -0.597846268E+03  -0.418879020E+02
   29   22  -0.315602608E+03  -0.466303192E+03   0.251327412E+03
   29   23  -0.583096093E+03  -0.110156916E+03   0.167551608E+03
   29   24  -0.556844508E+03  -0.834737503E+02  -0.251327412E+03
   29   25  -0.330081155E+03  -0.359351177E+03  -0.376991118E+03
   29   26   0.120331739E+03  -0.147744818E+03  -0.586430629E+03
   29   27   0.450172385E+03  -0.255459976E+03  -0.335103216E+03
   29   28   0.306080187E+03  -0.533637952E+03  -0.418879020E+02
   29   29   0.387018662E+03  -0.343702678E+03   0.335103216E+03
   29   30   0.331892946E+01  -0.289259995E+03   0.544542727E+03
   29   31  -0.120331739E+03   0.147744818E+03   0.586430629E+03
   29   32  -0.450172385E+03   0.255459976E+03   0.335103216E+03
   29   33  -0.306080187E+03   0.533637952E+03   0.418879020E+02
   29   34  -0.387018662E+03   0.343702678E+03  -0.335103216E+03
   29   35  -0.526701678E+02   0.284443691E+03  -0.544542727E+03
   29   36   0.346487392E+03   0.443835735E+03  -0.251327412E+03
   29   37   0.583096093E+03   0.110156916E+03  -0.167551608E+03
   29   38   0.556844508E+03   0.834737503E+02   0.251327412E+03
   29   39   0.330081155E+03   0.359351177E+03   0.376991118E+03
   29   40   0.145032356E+03   0.597846268E+03   0.418879020E+02
   30    1   0.187082851E+03   0.508491438E+03   0.335103216E+03
   30    2  -0.255446564E+03   0.577569363E+03   0.837758041E+02
   30    3  -0.547229802E+03   0.250064664E+03   0.209439510E+03
   30    4  -0.390242968E+03  -0.301040518E+02   0.502654825E+03
   30    5   0.207987706E+03   0.136740386E+03   0.586430629E+03
   30    6   0.370611868E+03  -0.237061990E+03   0.460766923E+03
   30    7   0.618405900E+03   0.874098186E+02   0.125663706E+03
   30    8   0.469218173E+03   0.428879250E+03   0.418879020E+02
   30    9   0.312539057E+03   0.442586571E+03  -0.335103216E+03
   30   10  -0.146290662E+03   0.546334625E+03  -0.293215314E+03
   30   11  -0.404662339E+03   0.172626578E+03  -0.460766923E+03
   30   12  -0.618405900E+03  -0.874098186E+02  -0.125663706E+03
   30   13  -0.464955920E+03  -0.433496363E+03  -0.418879020E+02
   30   14  -0.312539057E+03  -0.442586571E+03   0.335103216E+03
   30   15   0.195631042E+03  -0.530670308E+03   0.293215314E+03
   30   16   0.255446564E+03  -0.577569363E+03  -0.837758041E+02
   30   17   0.547229802E+03  -0.250064664E+03  -0.209439510E+03
   30   18   0.390242968E+03   0.301040518E+02  -0.502654825E+03
   30   19  -0.207987706E+03  -0.136740386E+03  -0.586430629E+03
   30   20  -0.187082851E+03  -0.508491438E+03  -0.335103216E+03
   30   21   0.187082851E+03  -0.508491438E+03  -0.335103216E+03
   30   22  -0.255446564E+03  -0.577569363E+03  -0.837758041E+02
   30   23  -0.547229802E+03  -0.250064664E+03  -0.209439510E+03
