 energy shell parameters
             Nshells                80
              kstart      43.770000000
                kend    1660.000000000
               Npmax                20
 isotropic coordinates
    i    j                 x                 y                 z
   39   25  -0.614646131E+03   0.692900298E+01  -0.544542727E+03
   39   26  -0.152694615E+03  -0.379434673E+03  -0.712094335E+03
   39   27  -0.100635430E+03  -0.760435367E+03  -0.293215314E+03
   39   28  -0.501876854E+03  -0.644566440E+03   0.837758041E+02
   39   29  -0.219678476E+03  -0.531229840E+03   0.586430629E+03
   39   30  -0.345310280E+03   0.219196549E+03   0.712094335E+03
   39   31   0.196141912E+03   0.358907602E+03   0.712094335E+03
   39   32   0.112312046E+03   0.758798683E+03   0.293215314E+03
   39   33   0.507550604E+03   0.640108317E+03  -0.837758041E+02
   39   34   0.273435958E+03   0.505664467E+03  -0.586430629E+03
   39   35   0.345310280E+03  -0.219196549E+03  -0.712094335E+03
   39   36   0.721634644E+03  -0.260063219E+03  -0.293215314E+03
   39   37   0.431058663E+03  -0.697709460E+03  -0.418879020E+02
   39   38   0.355971186E+03  -0.543127333E+03   0.502654825E+03
   39   39   0.586110380E+03  -0.185236335E+03   0.544542727E+03
   39   40   0.802973805E+03   0.166862609E+03   0.418879020E+02
   40    1   0.171593878E+03  -0.822912666E+03   0.418879020E+02
   40    2  -0.412946528E+03  -0.702847471E+03   0.209439510E+03
   40    3  -0.678330521E+03  -0.452091923E+03  -0.209439510E+03
   40    4  -0.296290465E+03  -0.414028512E+03  -0.670206433E+03
   40    5   0.248884247E+03  -0.658889054E+03  -0.460766923E+03
   40    6   0.675302423E+03  -0.200111948E+03  -0.460766923E+03
   40    7   0.833906809E+03  -0.105967677E+03   0.418879020E+02
   40    8   0.531447792E+03  -0.500487684E+03   0.418879020E+03
   40    9   0.216564419E+03  -0.167555618E+03   0.795870139E+03
   40   10  -0.411521095E+03  -0.299763301E+03   0.670206433E+03
   40   11  -0.675302423E+03   0.200111948E+03   0.460766923E+03
   40   12  -0.831140158E+03   0.125840187E+03  -0.418879020E+02
   40   13  -0.531447792E+03   0.500487684E+03  -0.418879020E+03
   40   14  -0.185619394E+03   0.201296978E+03  -0.795870139E+03
   40   15   0.411521095E+03   0.299763301E+03  -0.670206433E+03
   40   16   0.412946528E+03   0.702847471E+03  -0.209439510E+03
   40   17   0.678330521E+03   0.452091923E+03   0.209439510E+03
   40   18   0.296290465E+03   0.414028512E+03   0.670206433E+03
   40   19  -0.291314898E+03   0.641259529E+03   0.460766923E+03
   40   20  -0.186075508E+03   0.819759489E+03  -0.418879020E+02
   40   21   0.171593878E+03   0.822912666E+03  -0.418879020E+02
   40   22  -0.412946528E+03   0.702847471E+03  -0.209439510E+03
   40   23  -0.678330521E+03   0.452091923E+03   0.209439510E+03
   40   24  -0.296290465E+03   0.414028512E+03   0.670206433E+03
   40   25   0.248884247E+03   0.658889054E+03   0.460766923E+03
   40   26   0.675302423E+03   0.200111948E+03   0.460766923E+03
   40   27   0.833906809E+03   0.105967677E+03  -0.418879020E+02
   40   28   0.531447792E+03   0.500487684E+03  -0.418879020E+03
   40   29   0.216564419E+03   0.167555618E+03  -0.795870139E+03
   40   30  -0.411521095E+03   0.299763301E+03  -0.670206433E+03
   40   31  -0.675302423E+03  -0.200111948E+03  -0.460766923E+03
   40   32  -0.831140158E+03  -0.125840187E+03   0.418879020E+02
   40   33  -0.531447792E+03  -0.500487684E+03   0.418879020E+03
   40   34  -0.185619394E+03  -0.201296978E+03   0.795870139E+03
   40   35   0.411521095E+03  -0.299763301E+03   0.670206433E+03
   40   36   0.412946528E+03  -0.702847471E+03   0.209439510E+03
   40   37   0.678330521E+03  -0.452091923E+03  -0.209439510E+03
   40   38   0.296290465E+03  -0.414028512E+03  -0.670206433E+03
   40   39  -0.291314898E+03  -0.641259529E+03  -0.460766923E+03
   40   40  -0.186075508E+03  -0.819759489E+03   0.418879020E+02
   41    1  -0.770189682E+03   0.890315855E+02  -0.376991118E+03
   41    2  -0.808403443E+03   0.248297009E+03   0.167551608E+03
   41    3  -0.424756396E+03   0.720387513E+03   0.209439510E+03
   41    4  -0.149435751E+03   0.796827967E+03  -0.293215314E+03
   41    5  -0.409909554E+03   0.355019109E+03  -0.670206433E+03
   41    6   0.108099906E+03  -0.172386043E+03  -0.837758041E+03
   41    7  -0.139659558E+03  -0.573543464E+03  -0.628318531E+03
   41    8  -0.550867786E+03  -0.572268809E+03  -0.335103216E+03
   41    9  -0.453533192E+03  -0.702626364E+03   0.209439510E+03
   41   10  -0.637300767E+03  -0.201400158E+03   0.544542727E+03
   41   11  -0.203331971E+03   0.765815158E+01   0.837758041E+03
   41   12   0.805498503E+01   0.590247418E+03   0.628318531E+03
   41   13   0.550867786E+03   0.572268809E+03   0.335103216E+03
   41   14   0.467691578E+03   0.693282592E+03  -0.209439510E+03
   41   15   0.612698946E+03   0.267047361E+03  -0.544542727E+03
   41   16   0.812287426E+03  -0.235279980E+03  -0.167551608E+03
   41   17   0.424756396E+03  -0.720387513E+03  -0.209439510E+03
   41   18   0.149435751E+03  -0.796827967E+03   0.293215314E+03
   41   19   0.362925236E+03  -0.402926400E+03   0.670206433E+03
   41   20   0.775204742E+03  -0.132807089E+02   0.376991118E+03
   41   21  -0.770189682E+03  -0.890315855E+02   0.376991118E+03
   41   22  -0.808403443E+03  -0.248297009E+03  -0.167551608E+03
   41   23  -0.424756396E+03  -0.720387513E+03  -0.209439510E+03
   41   24  -0.149435751E+03  -0.796827967E+03   0.293215314E+03
   41   25  -0.409909554E+03  -0.355019109E+03   0.670206433E+03
   41   26   0.108099906E+03   0.172386043E+03   0.837758041E+03
   41   27  -0.139659558E+03   0.573543464E+03   0.628318531E+03
   41   28  -0.550867786E+03   0.572268809E+03   0.335103216E+03
   41   29  -0.453533192E+03   0.702626364E+03  -0.209439510E+03
   41   30  -0.637300767E+03   0.201400158E+03  -0.544542727E+03
   41   31  -0.203331971E+03  -0.765815158E+01  -0.837758041E+03
   41   32   0.805498503E+01  -0.590247418E+03  -0.628318531E+03
   41   33   0.550867786E+03  -0.572268809E+03  -0.335103216E+03
   41   34   0.467691578E+03  -0.693282592E+03   0.209439510E+03
   41   35   0.612698946E+03  -0.267047361E+03   0.544542727E+03
   41   36   0.812287426E+03   0.235279980E+03   0.167551608E+03
   41   37   0.424756396E+03   0.720387513E+03   0.209439510E+03
   41   38   0.149435751E+03   0.796827967E+03  -0.293215314E+03
   41   39   0.362925236E+03   0.402926400E+03  -0.670206433E+03
   41   40   0.775204742E+03   0.132807089E+02  -0.376991118E+03
   42    1  -0.778027390E+03   0.408154307E+03   0.837758041E+02
   42    2  -0.852405181E+03  -0.191177888E+03  -0.125663706E+03
   42    3  -0.621583098E+03  -0.590512056E+03   0.209439510E+03
   42    4  -0.393484159E+03  -0.342091828E+03   0.712094335E+03
   42    5  -0.492421821E+03   0.376392771E+03   0.628318531E+03
   42    6   0.108210692E+03   0.610279619E+03   0.628318531E+03
   42    7   0.131452725E+03   0.871722736E+03   0.418879020E+02
   42    8  -0.400040252E+03   0.745477882E+03  -0.251327412E+03
   42    9  -0.228530635E+03   0.397768123E+03  -0.753982237E+03
   42   10  -0.514019193E+03  -0.256012793E+03  -0.670206433E+03
   42   11  -0.108210692E+03  -0.610279619E+03  -0.628318531E+03
   42   12  -0.139954535E+03  -0.870398228E+03  -0.418879020E+02
   42   13   0.390474939E+03  -0.750532343E+03   0.251327412E+03
   42   14   0.228530635E+03  -0.397768123E+03   0.753982237E+03
   42   15   0.514019193E+03   0.256012793E+03   0.670206433E+03
   42   16   0.852405181E+03   0.191177888E+03   0.125663706E+03
   42   17   0.615966076E+03   0.596368870E+03  -0.209439510E+03
   42   18   0.431548925E+03   0.292612589E+03  -0.712094335E+03
   42   19   0.528003269E+03  -0.324597159E+03  -0.628318531E+03
   42   20   0.776050627E+03  -0.411900452E+03  -0.837758041E+02
   42   21  -0.778027390E+03  -0.408154307E+03  -0.837758041E+02
   42   22  -0.852405181E+03   0.191177888E+03   0.125663706E+03
   42   23  -0.621583098E+03   0.590512056E+03  -0.209439510E+03
   42   24  -0.393484159E+03   0.342091828E+03  -0.712094335E+03
   42   25  -0.492421821E+03  -0.376392771E+03  -0.628318531E+03
   42   26   0.108210692E+03  -0.610279619E+03  -0.628318531E+03
   42   27   0.131452725E+03  -0.871722736E+03  -0.418879020E+02
   42   28  -0.400040252E+03  -0.745477882E+03   0.251327412E+03
   42   29  -0.228530635E+03  -0.397768123E+03   0.753982237E+03
   42   30  -0.514019193E+03   0.256012793E+03   0.670206433E+03
   42   31  -0.108210692E+03   0.610279619E+03   0.628318531E+03
   42   32  -0.139954535E+03   0.870398228E+03   0.418879020E+02
   42   33   0.390474939E+03   0.750532343E+03  -0.251327412E+03
   42   34   0.228530635E+03   0.397768123E+03  -0.753982237E+03
   42   35   0.514019193E+03  -0.256012793E+03  -0.670206433E+03
   42   36   0.852405181E+03  -0.191177888E+03  -0.125663706E+03
   42   37   0.615966076E+03  -0.596368870E+03   0.209439510E+03
   42   38   0.431548925E+03  -0.292612589E+03   0.712094335E+03
   42   39   0.528003269E+03   0.324597159E+03   0.628318531E+03
   42   40   0.776050627E+03   0.411900452E+03   0.837758041E+02
   43    1  -0.628479760E+03   0.597757181E+03   0.251327412E+03
   43    2  -0.816956536E+03   0.291345970E+03  -0.251327412E+03
   43    3  -0.826918925E+03  -0.340410999E+03  -0.125663706E+03
   43    4  -0.637110115E+03  -0.444128888E+03   0.460766923E+03
   43    5  -0.533148103E+03   0.155372724E+03   0.712094335E+03
   43    6   0.288637734E+03   0.174113893E+03   0.837758041E+03
   43    7   0.410266081E+03   0.628081041E+03   0.502654825E+03
   43    8  -0.601176728E+02   0.892222182E+03   0.125663706E+03
   43    9   0.894441921E+02   0.771465815E+03  -0.460766923E+03
   43   10  -0.391221756E+03   0.394123229E+03  -0.712094335E+03
   43   11  -0.117594847E+03  -0.315909546E+03  -0.837758041E+03
   43   12  -0.395113909E+03  -0.637721766E+03  -0.502654825E+03
   43   13   0.601176728E+02  -0.892222182E+03  -0.125663706E+03
   43   14  -0.894441921E+02  -0.771465815E+03   0.460766923E+03
   43   15   0.376989103E+03  -0.407758261E+03   0.712094335E+03
   43   16   0.814822635E+03  -0.297261720E+03   0.251327412E+03
   43   17   0.826024348E+03   0.342576026E+03   0.125663706E+03
   43   18   0.650387912E+03   0.424447089E+03  -0.460766923E+03
   43   19   0.509152918E+03  -0.221699997E+03  -0.712094335E+03
   43   20   0.618985308E+03  -0.607583446E+03  -0.251327412E+03
   43   21  -0.628479760E+03  -0.597757181E+03  -0.251327412E+03
   43   22  -0.816956536E+03  -0.291345970E+03   0.251327412E+03
   43   23  -0.826918925E+03   0.340410999E+03   0.125663706E+03
   43   24  -0.637110115E+03   0.444128888E+03  -0.460766923E+03
   43   25  -0.533148103E+03  -0.155372724E+03  -0.712094335E+03
   43   26   0.288637734E+03  -0.174113893E+03  -0.837758041E+03
   43   27   0.410266081E+03  -0.628081041E+03  -0.502654825E+03
   43   28  -0.601176728E+02  -0.892222182E+03  -0.125663706E+03
   43   29   0.894441921E+02  -0.771465815E+03   0.460766923E+03
   43   30  -0.391221756E+03  -0.394123229E+03   0.712094335E+03
   43   31  -0.117594847E+03   0.315909546E+03   0.837758041E+03
   43   32  -0.395113909E+03   0.637721766E+03   0.502654825E+03
   43   33   0.601176728E+02   0.892222182E+03   0.125663706E+03
   43   34  -0.894441921E+02   0.771465815E+03  -0.460766923E+03
   43   35   0.376989103E+03   0.407758261E+03  -0.712094335E+03
   43   36   0.814822635E+03   0.297261720E+03  -0.251327412E+03
   43   37   0.826024348E+03  -0.342576026E+03  -0.125663706E+03
   43   38   0.650387912E+03  -0.424447089E+03   0.460766923E+03
   43   39   0.509152918E+03   0.221699997E+03   0.712094335E+03
   43   40   0.618985308E+03   0.607583446E+03   0.251327412E+03
   44    1  -0.414990110E+03   0.797967615E+03  -0.209439510E+03
   44    2   0.262530616E+02   0.634797706E+03  -0.670206433E+03
   44    3  -0.150580024E+03   0.237450384E+03  -0.879645943E+03
   44    4  -0.693667126E+03  -0.166610474E+03  -0.586430629E+03
   44    5  -0.858742607E+03   0.315600668E+03  -0.125663706E+03
   44    6  -0.820012573E+03   0.703829485E+02   0.418879020E+03
   44    7  -0.330706882E+03   0.418303429E+03   0.753982237E+03
   44    8  -0.850714686E+02   0.856330949E+03   0.335103216E+03
   44    9   0.548026485E+03   0.713187267E+03   0.209439510E+03
   44   10   0.630685963E+03   0.559416594E+03  -0.376991118E+03
   44   11   0.804991656E+03  -0.171355810E+03  -0.418879020E+03
   44   12   0.351263091E+03  -0.401197010E+03  -0.753982237E+03
   44   13   0.850714686E+02  -0.856330949E+03  -0.335103216E+03
   44   14  -0.560487546E+03  -0.703436434E+03  -0.209439510E+03
   44   15  -0.630685963E+03  -0.559416594E+03   0.376991118E+03
   44   16  -0.148091096E+03  -0.617840092E+03   0.670206433E+03
   44   17   0.150580024E+03  -0.237450384E+03   0.879645943E+03
   44   18   0.693667126E+03   0.166610474E+03   0.586430629E+03
   44   19   0.858742607E+03  -0.315600668E+03   0.125663706E+03
   44   20   0.414990110E+03  -0.797967615E+03   0.209439510E+03
   44   21  -0.414990110E+03  -0.797967615E+03   0.209439510E+03
   44   22   0.262530616E+02  -0.634797706E+03   0.670206433E+03
   44   23  -0.150580024E+03  -0.237450384E+03   0.879645943E+03
   44   24  -0.693667126E+03   0.166610474E+03   0.586430629E+03
   44   25  -0.858742607E+03  -0.315600668E+03   0.125663706E+03
   44   26  -0.820012573E+03  -0.703829485E+02  -0.418879020E+03
   44   27  -0.330706882E+03  -0.418303429E+03  -0.753982237E+03
   44   28  -0.850714686E+02  -0.856330949E+03  -0.335103216E+03
   44   29   0.548026485E+03  -0.713187267E+03  -0.209439510E+03
   44   30   0.630685963E+03  -0.559416594E+03   0.376991118E+03
   44   31   0.804991656E+03   0.171355810E+03   0.418879020E+03
   44   32   0.351263091E+03   0.401197010E+03   0.753982237E+03
   44   33   0.850714686E+02   0.856330949E+03   0.335103216E+03
   44   34  -0.560487546E+03   0.703436434E+03   0.209439510E+03
   44   35  -0.630685963E+03   0.559416594E+03  -0.376991118E+03
   44   36  -0.148091096E+03   0.617840092E+03  -0.670206433E+03
   44   37   0.150580024E+03   0.237450384E+03  -0.879645943E+03
   44   38   0.693667126E+03  -0.166610474E+03  -0.586430629E+03
   44   39   0.858742607E+03   0.315600668E+03  -0.125663706E+03
   44   40   0.414990110E+03   0.797967615E+03  -0.209439510E+03
   45    1  -0.892332731E+03  -0.938418361E+02  -0.293215314E+03
   45    2  -0.540507436E+03   0.174360865E+03  -0.753982237E+03
   45    3   0.157406347E+02  -0.342073764E+03  -0.879645943E+03
   45    4  -0.703430975E+02  -0.795882648E+03  -0.502654825E+03
   45    5  -0.626773789E+03  -0.694551987E+03  -0.125663706E+03
   45    6  -0.446582565E+03  -0.662526492E+03   0.502654825E+03
   45    7  -0.618187280E+03  -0.424894980E+02   0.712094335E+03
   45    8  -0.863726875E+03   0.318041175E+03   0.209439510E+03
   45    9  -0.454120910E+03   0.823283078E+03   0.837758041E+02
   45   10  -0.298390102E+03   0.741175207E+03  -0.502654825E+03
   45   11   0.446582565E+03   0.662526492E+03  -0.502654825E+03
   45   12   0.593027636E+03   0.179663837E+03  -0.712094335E+03
   45   13   0.867636889E+03  -0.307214149E+03  -0.209439510E+03
   45   14   0.453741255E+03  -0.823492381E+03  -0.837758041E+02
   45   15   0.221212452E+03  -0.767751517E+03   0.502654825E+03
   45   16   0.540507436E+03  -0.174360865E+03   0.753982237E+03
   45   17  -0.157406347E+02   0.342073764E+03   0.879645943E+03
   45   18   0.101377664E+03   0.792527545E+03   0.502654825E+03
   45   19   0.630236218E+03   0.691411712E+03   0.125663706E+03
   45   20   0.884583185E+03   0.150255053E+03   0.293215314E+03
   45   21  -0.892332731E+03   0.938418361E+02   0.293215314E+03
   45   22  -0.540507436E+03  -0.174360865E+03   0.753982237E+03
   45   23   0.157406347E+02   0.342073764E+03   0.879645943E+03
   45   24  -0.703430975E+02   0.795882648E+03   0.502654825E+03
   45   25  -0.626773789E+03   0.694551987E+03   0.125663706E+03
   45   26  -0.446582565E+03   0.662526492E+03  -0.502654825E+03
   45   27  -0.618187280E+03   0.424894980E+02  -0.712094335E+03
   45   28  -0.863726875E+03  -0.318041175E+03  -0.209439510E+03
   45   29  -0.454120910E+03  -0.823283078E+03  -0.837758041E+02
   45   30  -0.298390102E+03  -0.741175207E+03   0.502654825E+03
   45   31   0.446582565E+03  -0.662526492E+03   0.502654825E+03
   45   32   0.593027636E+03  -0.179663837E+03   0.712094335E+03
   45   33   0.867636889E+03   0.307214149E+03   0.209439510E+03
   45   34   0.453741255E+03   0.823492381E+03   0.837758041E+02
   45   35   0.221212452E+03   0.767751517E+03  -0.502654825E+03
   45   36   0.540507436E+03   0.174360865E+03  -0.753982237E+03
   45   37  -0.157406347E+02  -0.342073764E+03  -0.879645943E+03
   45   38   0.101377664E+03  -0.792527545E+03  -0.502654825E+03
   45   39   0.630236218E+03  -0.691411712E+03  -0.125663706E+03
   45   40   0.884583185E+03  -0.150255053E+03  -0.293215314E+03
   46    1  -0.638194262E+03   0.271317051E+03  -0.670206433E+03
   46    2  -0.877003759E+03   0.398987884E+03  -0.418879020E+02
   46    3  -0.446872524E+03   0.816835969E+03   0.251327412E+03
   46    4   0.875452834E+02   0.952169091E+03  -0.125663706E+03
   46    5  -0.224912482E+03   0.610260235E+03  -0.712094335E+03
   46    6   0.472592155E+03   0.270793091E+03  -0.795870139E+03
   46    7   0.186771565E+03  -0.511652837E+03  -0.795870139E+03
   46    8  -0.510827568E+03  -0.402564746E+03  -0.712094335E+03
   46    9  -0.667130166E+03  -0.691375786E+03  -0.837758041E+02
   46   10  -0.898714716E+03  -0.243367853E+03   0.251327412E+03
   46   11  -0.524783781E+03  -0.145856868E+03   0.795870139E+03
   46   12  -0.257241006E+03   0.480103434E+03   0.795870139E+03
   46   13   0.491205537E+03   0.426286641E+03   0.712094335E+03
   46   14   0.667130166E+03   0.691375786E+03   0.837758041E+02
   46   15   0.910222149E+03   0.195989012E+03  -0.251327412E+03
   46   16   0.876252408E+03  -0.400635299E+03   0.418879020E+02
   46   17   0.436247317E+03  -0.822559622E+03  -0.251327412E+03
   46   18  -0.129249358E+03  -0.947409498E+03   0.125663706E+03
   46   19   0.224912482E+03  -0.610260235E+03   0.712094335E+03
   46   20   0.638194262E+03  -0.271317051E+03   0.670206433E+03
   46   21  -0.638194262E+03  -0.271317051E+03   0.670206433E+03
   46   22  -0.877003759E+03  -0.398987884E+03   0.418879020E+02
   46   23  -0.446872524E+03  -0.816835969E+03  -0.251327412E+03
   46   24   0.875452834E+02  -0.952169091E+03   0.125663706E+03
   46   25  -0.224912482E+03  -0.610260235E+03   0.712094335E+03
   46   26   0.472592155E+03  -0.270793091E+03   0.795870139E+03
   46   27   0.186771565E+03   0.511652837E+03   0.795870139E+03
   46   28  -0.510827568E+03   0.402564746E+03   0.712094335E+03
   46   29  -0.667130166E+03   0.691375786E+03   0.837758041E+02
   46   30  -0.898714716E+03   0.243367853E+03  -0.251327412E+03
   46   31  -0.524783781E+03   0.145856868E+03  -0.795870139E+03
   46   32  -0.257241006E+03  -0.480103434E+03  -0.795870139E+03
   46   33   0.491205537E+03  -0.426286641E+03  -0.712094335E+03
   46   34   0.667130166E+03  -0.691375786E+03  -0.837758041E+02
   46   35   0.910222149E+03  -0.195989012E+03   0.251327412E+03
   46   36   0.876252408E+03   0.400635299E+03  -0.418879020E+02
   46   37   0.436247317E+03   0.822559622E+03   0.251327412E+03
   46   38  -0.129249358E+03   0.947409498E+03  -0.125663706E+03
   46   39   0.224912482E+03   0.610260235E+03  -0.712094335E+03
   46   40   0.638194262E+03   0.271317051E+03  -0.670206433E+03
   47    1  -0.193471829E+03   0.905668496E+03   0.335103216E+03
   47    2   0.423090268E+03   0.888369837E+03   0.418879020E+02
   47    3   0.308553765E+03   0.692799637E+03  -0.628318531E+03
   47    4  -0.380196168E+03   0.613380102E+03  -0.670206433E+03
   47    5  -0.691097660E+03   0.696653843E+03  -0.837758041E+02
   47    6  -0.972279170E+03   0.940360908E+02   0.125663706E+03
   47    7  -0.675377676E+03  -0.821437269E+02   0.712094335E+03
   47    8  -0.166106852E+03   0.490439514E+03   0.837758041E+03
   47    9   0.468233207E+03   0.221088368E+03   0.837758041E+03
   47   10   0.832911943E+03   0.404875867E+03   0.335103216E+03
   47   11   0.972279170E+03  -0.940360908E+02  -0.125663706E+03
   47   12   0.646187604E+03   0.212894756E+03  -0.712094335E+03
   47   13   0.166106852E+03  -0.490439514E+03  -0.837758041E+03
   47   14  -0.468233207E+03  -0.221088368E+03  -0.837758041E+03
   47   15  -0.833221200E+03  -0.404239044E+03  -0.335103216E+03
   47   16  -0.423955781E+03  -0.887957115E+03  -0.418879020E+02
   47   17  -0.316285970E+03  -0.689303959E+03   0.628318531E+03
   47   18   0.380196168E+03  -0.613380102E+03   0.670206433E+03
   47   19   0.691097660E+03  -0.696653843E+03   0.837758041E+02
   47   20   0.193471829E+03  -0.905668496E+03  -0.335103216E+03
   47   21  -0.193471829E+03  -0.905668496E+03  -0.335103216E+03
   47   22   0.423090268E+03  -0.888369837E+03  -0.418879020E+02
   47   23   0.308553765E+03  -0.692799637E+03   0.628318531E+03
   47   24  -0.380196168E+03  -0.613380102E+03   0.670206433E+03
   47   25  -0.691097660E+03  -0.696653843E+03   0.837758041E+02
   47   26  -0.972279170E+03  -0.940360908E+02  -0.125663706E+03
   47   27  -0.675377676E+03   0.821437269E+02  -0.712094335E+03
   47   28  -0.166106852E+03  -0.490439514E+03  -0.837758041E+03
   47   29   0.468233207E+03  -0.221088368E+03  -0.837758041E+03
   47   30   0.832911943E+03  -0.404875867E+03  -0.335103216E+03
   47   31   0.972279170E+03   0.940360908E+02   0.125663706E+03
   47   32   0.646187604E+03  -0.212894756E+03   0.712094335E+03
   47   33   0.166106852E+03   0.490439514E+03   0.837758041E+03
   47   34  -0.468233207E+03   0.221088368E+03   0.837758041E+03
   47   35  -0.833221200E+03   0.404239044E+03   0.335103216E+03
   47   36  -0.423955781E+03   0.887957115E+03   0.418879020E+02
   47   37  -0.316285970E+03   0.689303959E+03  -0.628318531E+03
   47   38   0.380196168E+03   0.613380102E+03  -0.670206433E+03
   47   39   0.691097660E+03   0.696653843E+03  -0.837758041E+02
   47   40   0.193471829E+03   0.905668496E+03   0.335103216E+03
   48    1   0.950651809E+03  -0.301906005E+03  -0.125663706E+03
   48    2   0.918141480E+03   0.235371030E+03   0.335103216E+03
   48    3   0.555685183E+03  -0.727371552E+01   0.837758041E+03
   48    4   0.342950896E+03  -0.666247316E+03   0.670206433E+03
   48    5   0.553815057E+03  -0.837980758E+03   0.418879020E+02
   48    6   0.103991493E+02  -0.931905048E+03  -0.376991118E+03
   48    7   0.243004395E+03  -0.421721879E+03  -0.879645943E+03
   48    8   0.655822077E+03  -0.109934775E+03  -0.753982237E+03
   48    9   0.441096994E+03   0.649096858E+03  -0.628318531E+03
   48   10   0.603219263E+03   0.803149668E+03   0.418879020E+02
   48   11  -0.133233416E+03   0.922390383E+03   0.376991118E+03
   48   12  -0.747139936E+02   0.480955610E+03   0.879645943E+03
   48   13  -0.664387565E+03   0.278821541E+02   0.753982237E+03
   48   14  -0.447758335E+03  -0.644519792E+03   0.628318531E+03
   48   15  -0.603219263E+03  -0.803149668E+03  -0.418879020E+02
   48   16  -0.918141480E+03  -0.235371030E+03  -0.335103216E+03
   48   17  -0.499155666E+03   0.244300125E+03  -0.837758041E+03
   48   18  -0.342950896E+03   0.666247316E+03  -0.670206433E+03
   48   19  -0.551758480E+03   0.839336314E+03  -0.418879020E+02
   48   20  -0.950651809E+03   0.301906005E+03   0.125663706E+03
   48   21   0.950651809E+03   0.301906005E+03   0.125663706E+03
   48   22   0.918141480E+03  -0.235371030E+03  -0.335103216E+03
   48   23   0.555685183E+03   0.727371552E+01  -0.837758041E+03
   48   24   0.342950896E+03   0.666247316E+03  -0.670206433E+03
   48   25   0.553815057E+03   0.837980758E+03  -0.418879020E+02
   48   26   0.103991493E+02   0.931905048E+03   0.376991118E+03
   48   27   0.243004395E+03   0.421721879E+03   0.879645943E+03
   48   28   0.655822077E+03   0.109934775E+03   0.753982237E+03
   48   29   0.441096994E+03  -0.649096858E+03   0.628318531E+03
   48   30   0.603219263E+03  -0.803149668E+03  -0.418879020E+02
   48   31  -0.133233416E+03  -0.922390383E+03  -0.376991118E+03
   48   32  -0.747139936E+02  -0.480955610E+03  -0.879645943E+03
   48   33  -0.664387565E+03  -0.278821541E+02  -0.753982237E+03
   48   34  -0.447758335E+03   0.644519792E+03  -0.628318531E+03
   48   35  -0.603219263E+03   0.803149668E+03   0.418879020E+02
   48   36  -0.918141480E+03   0.235371030E+03   0.335103216E+03
   48   37  -0.499155666E+03  -0.244300125E+03   0.837758041E+03
   48   38  -0.342950896E+03  -0.666247316E+03   0.670206433E+03
   48   39  -0.551758480E+03  -0.839336314E+03   0.418879020E+02
   48   40  -0.950651809E+03  -0.301906005E+03  -0.125663706E+03
   49    1  -0.327310850E+03   0.661831071E+03  -0.712094335E+03
   49    2  -0.645257522E+03   0.496442688E+02  -0.795870139E+03
   49    3  -0.101135095E+04  -0.364255845E+02  -0.167551608E+03
   49    4  -0.846161488E+03   0.522567095E+03   0.251327412E+03
   49    5  -0.366671516E+03   0.954339937E+03  -0.837758041E+02
   49    6   0.263087514E+03   0.959088418E+03   0.251327412E+03
   49    7   0.780491155E+03   0.653661450E+03  -0.125663706E+03
   49    8   0.466013834E+03   0.516307073E+03  -0.753982237E+03
   49    9   0.536179140E+03  -0.250807687E+03  -0.837758041E+03
   49   10  -0.177237723E+03  -0.564782573E+03  -0.837758041E+03
   49   11  -0.297224674E+03  -0.949064342E+03  -0.251327412E+03
   49   12  -0.777715395E+03  -0.656961565E+03   0.125663706E+03
   49   13  -0.466013834E+03  -0.516307073E+03   0.753982237E+03
   49   14  -0.505579407E+03   0.307866901E+03   0.837758041E+03
   49   15   0.292895551E+03   0.514397474E+03   0.837758041E+03
   49   16   0.638807504E+03  -0.103666753E+03   0.795870139E+03
   49   17   0.101135095E+04   0.364255845E+02   0.167551608E+03
   49   18   0.846161488E+03  -0.522567095E+03  -0.251327412E+03
   49   19   0.366671516E+03  -0.954339937E+03   0.837758041E+02
   49   20   0.327310850E+03  -0.661831071E+03   0.712094335E+03
   49   21  -0.327310850E+03  -0.661831071E+03   0.712094335E+03
   49   22  -0.645257522E+03  -0.496442688E+02   0.795870139E+03
   49   23  -0.101135095E+04   0.364255845E+02   0.167551608E+03
   49   24  -0.846161488E+03  -0.522567095E+03  -0.251327412E+03
   49   25  -0.366671516E+03  -0.954339937E+03   0.837758041E+02
   49   26   0.263087514E+03  -0.959088418E+03  -0.251327412E+03
   49   27   0.780491155E+03  -0.653661450E+03   0.125663706E+03
   49   28   0.466013834E+03  -0.516307073E+03   0.753982237E+03
   49   29   0.536179140E+03   0.250807687E+03   0.837758041E+03
   49   30  -0.177237723E+03   0.564782573E+03   0.837758041E+03
   49   31  -0.297224674E+03   0.949064342E+03   0.251327412E+03
   49   32  -0.777715395E+03   0.656961565E+03  -0.125663706E+03
   49   33  -0.466013834E+03   0.516307073E+03  -0.753982237E+03
   49   34  -0.505579407E+03  -0.307866901E+03  -0.837758041E+03
   49   35   0.292895551E+03  -0.514397474E+03  -0.837758041E+03
   49   36   0.638807504E+03   0.103666753E+03  -0.795870139E+03
   49   37   0.101135095E+04  -0.364255845E+02  -0.167551608E+03
   49   38   0.846161488E+03   0.522567095E+03   0.251327412E+03
   49   39   0.366671516E+03   0.954339937E+03  -0.837758041E+02
