ShellNo,kx,ky,kz,u_amp,v_amp,w_amp,u_hat_pn1,u_hat_pn2,u_hat_pn3
1,8.9782114596549416,-8.9782114596549416,41.887902047863911,-0.19785591565931876E-2,0.22795222702151709E-1,0.53099878797705901E-2,-0.84233456098120940E-1,0.97046397846136412,0.22606280406715959
1,-11.104148625251334,-6.1574706931407830,-41.887902047863911,0.81804849060761143E-3,0.23192980191910864E-1,-0.36261980288984428E-2,0.34826884700470115E-1,0.98739775976362076,-0.15437859992836839
1,-8.9782114596549416,-8.9782114596549416,41.887902047863911,-0.22327829994107411E-1,0.64514264292291450E-2,-0.34029326238735743E-2,-0.95056560796158018,0.27465741576938069,-0.14487349282569598
1,-8.9782114596549416,-8.9782114596549416,41.887902047863911,0.49489902832033960E-2,0.22211481540405417E-1,0.58215486442294694E-2,0.21069400647491143,0.94561229012201331,0.24784154697255967
1,-8.9782114596549416,8.9782114596549416,41.887902047863911,0.18285311090932583E-1,0.14724048023854727E-1,0.76331760046490134E-3,0.77846292534949069,0.62684880998936010,0.32496819401848898E-1
1,-6.4282028405246425,10.949647038586660,41.887902047863911,0.19715927562934360E-1,0.12763948843817003E-1,-0.31089532915396905E-3,0.83936874632838165,0.54340125287210883,-0.13235787250603898E-1
1,8.9782114596549416,8.9782114596549416,41.887902047863911,0.14092673771857370E-1,0.17527038631969298E-1,-0.67773378559432308E-2,0.59996923190857276,0.74618089341243343,-0.28853248529283465
1,11.916512403459965,4.3832971798343117,41.887902047863911,-0.17940235628163773E-1,-0.13680999030024055E-1,0.65353696763523709E-2,-0.76377198282860859,-0.58244294962514054,0.27823114253803743
1,8.9782114596549416,-8.9782114596549416,41.887902047863911,-0.22044818890781349E-1,-0.74846024191491303E-2,0.31208223852149594E-2,-0.93851693948085391,-0.31864295145506027,0.13286317697352920
1,-8.9782114596549416,-8.9782114596549416,41.887902047863911,-0.21224339653326919E-1,0.97580800450505073E-2,-0.24576667338644036E-2,-0.90358657027898548,0.41543200987329126,-0.10463056524791314
2,45.260262568673319,-17.950663715519497,41.887902047863911,-0.10247432175981900E-1,-0.21844276304853309E-1,0.17112867767975239E-2,-0.42363906835997239,-0.90306417294234564,0.70746302426712787E-1
2,13.713122043238245,-46.719032304192396,41.887902047863911,0.22837460077755820E-1,-0.43416995436053242E-3,-0.79606965501899836E-2,0.94412338085287228,-0.17949019014372108E-1,-0.32910313648363176
2,34.429040762217866,-34.429040762217866,41.887902047863911,0.18991320289964288E-1,0.14524502586706515E-1,-0.36714239974856458E-2,0.78512012535427211,0.60045742568037708,-0.15178033044168271
2,43.754901466895681,21.359454422694633,41.887902047863911,-0.17432932159799460E-1,0.11152315689155123E-1,0.12523158826662755E-1,-0.72069480550159326,0.46104785545040960,0.51771987822334864
2,42.293532599900949,24.124153784828081,41.887902047863911,0.63249156642756340E-2,-0.22417347363756963E-1,0.65244735365412032E-2,0.26147832290603862,-0.92675550217768587,0.26972824441209470
2,-34.429040762217866,34.429040762217866,41.887902047863911,0.17438027232665274E-1,-0.26927538852891432E-2,0.16546149360580888E-1,0.72090544089639574,-0.11132113174267312,0.68403431998219466
2,-34.429040762217866,34.429040762217866,41.887902047863911,-0.16365822397428342E-1,0.45773719384630714E-2,-0.17213898434386407E-1,-0.67657942344243704,0.18923312203935308,-0.71163973279851300
2,-45.419431799272772,-17.544027777113467,41.887902047863911,-0.50490884134944351E-2,0.23267588559218549E-1,0.42704572059915607E-2,-0.20873435167234539,0.96190532134612572,0.17654496083981605
2,-43.738360035546350,-21.393306360023949,41.887902047863911,-0.11605567854018018E-1,-0.11365875156307858E-1,-0.17923126195883748E-1,-0.47978575208218299,-0.46987661685622667,-0.74095991594058619
2,-2.0054695538628096,-48.648697695636706,41.887902047863911,0.19235242803495752E-1,-0.10017245379610466E-1,-0.10713123037275582E-1,0.79520412538568397,-0.41412291657785849,-0.44289119311026914
2,13.679346965116387,-46.728932817055437,-41.887902047863911,0.21241742647051851E-1,0.10526279773210084E-1,-0.48058900704337536E-2,0.87815483047850273,0.43516690619051113,-0.19868028957058340
2,34.429040762217866,-34.429040762217866,-41.887902047863911,0.19431321982954018E-1,0.13579368213593231E-1,0.48099127675030277E-2,0.80331023426095727,0.56138462788824806,0.19884659188022111
2,45.419431799272772,17.544027777113467,-41.887902047863911,0.14094616720332779E-1,0.71924908933690733E-2,0.18295371823832542E-1,0.58268551513692046,0.29734474831617969,0.75634892152921696
2,15.782727633015483,46.061081229981660,-41.887902047863911,0.19653539132909442E-1,0.51895591664381365E-2,0.13111737151338947E-1,0.81249691291020665,0.21454155272397776,0.54205229329481541
2,2.0054695538628096,48.648697695636706,-41.887902047863911,-0.23034143991185547E-1,0.53410107101593317E-2,0.51002540234640209E-2,-0.95225449003377105,0.22080271062010981,0.21084958902813769
2,-13.713122043238245,46.719032304192396,-41.887902047863911,0.86982185347083425E-2,0.16429381512916466E-1,0.15476666092607344E-1,0.35959303102996160,0.67920702067936078,0.63982081483377162
2,-43.218978022627475,22.424041435311398,-41.887902047863911,-0.64470827195594136E-2,-0.22661051663717416E-1,-0.54792917259492173E-2,-0.26652883083777251,-0.93683048104239575,-0.22651938575345701
2,-43.754901466895681,-21.359454422694633,-41.887902047863911,-0.13909482537955562E-3,0.21607312649130673E-1,-0.10872693715397173E-1,-0.57503188335903026E-2,0.89326785903447714,-0.44948800412166012
2,-42.293532599900949,-24.124153784828081,-41.887902047863911,-0.13078723400102571E-1,-0.88696292287636092E-2,0.18313586417860340E-1,-0.54068747188622623,-0.36667932011091869,0.75710193101607914
2,-45.260262568673319,17.950663715519497,-41.887902047863911,-0.14737458839793891E-1,0.56295817414336270E-2,0.18336463461596543E-1,-0.60926124961500316,0.23273252491361160,0.75804769082485846
2,45.260262568673319,17.950663715519497,-41.887902047863911,0.56888815239081857E-2,0.18751109805629166E-1,0.14182499214903584E-1,0.23518403707490715,0.77518958431272800,0.58631866512862163
2,13.713122043238245,46.719032304192396,-41.887902047863911,0.20994110620866056E-2,0.15742227117266146E-1,0.18245150985874734E-1,0.86791747549358034E-1,0.65079937250042874,0.75427274199083771
2,34.429040762217866,34.429040762217866,-41.887902047863911,0.14784219582857579E-1,-0.18851099920035228E-1,-0.33427023569659034E-2,0.61119438537888271,-0.77932327538623170,-0.13819064991020832
2,43.754901466895681,-21.359454422694633,-41.887902047863911,-0.27577642601420227E-2,0.20120460047401055E-1,-0.13140494651381594E-1,-0.11400872548942241,0.83179988928673088,-0.54324115703328280
2,42.293532599900949,-24.124153784828081,-41.887902047863911,0.10413164415001066E-1,0.21740502162997357E-1,-0.20068254740833072E-2,0.43049060444526133,0.89877404639935154,-0.82964166983642382E-1
2,-34.429040762217866,-34.429040762217866,-41.887902047863911,0.15621118729065037E-1,0.57370593621377556E-2,-0.17554987195789351E-1,0.64579263092195327,0.23717575696655080,-0.72574068244397427
2,-34.429040762217866,-34.429040762217866,-41.887902047863911,-0.20256641610182986E-1,0.10527976496777461E-1,0.79963089908076778E-2,-0.83742977093844473,0.43523705043533306,0.33057539030353655
2,-45.419431799272772,17.544027777113467,-41.887902047863911,0.16687279465889427E-1,0.11337514233314571E-1,-0.13345645392908567E-1,0.68986877931831847,0.46870414800858051,-0.55172229333370593
2,-43.738360035546350,21.393306360023949,-41.887902047863911,0.17385125715899303E-1,0.32232589135174029E-2,-0.16506931324003698E-1,0.71871843942200753,0.13325273880865168,-0.68241300722860454
2,-2.0054695538628096,48.648697695636706,-41.887902047863911,-0.96373684825054630E-2,0.14246795206800011E-1,0.17007666829535365E-1,-0.39841842670982769,0.58897672557132685,0.70311391253007038
2,13.679346965116387,46.728932817055437,41.887902047863911,-0.19900308538159866E-1,-0.54797698577825149E-2,0.12611923656141704E-1,-0.82269860628516345,-0.22653915220040030,0.52138950482031521
2,34.429040762217866,34.429040762217866,41.887902047863911,-0.11236032166538188E-1,-0.11073437297946400E-1,0.18336884781159957E-1,-0.46450877813580826,-0.45778694407363391,0.75806510859589227
2,45.419431799272772,-17.544027777113467,41.887902047863911,-0.85738176872043499E-2,-0.22617897598699872E-1,-0.17644942016137565E-3,-0.35445017589955108,-0.93504644894674283,-0.72945950445053760E-2
2,15.782727633015483,-46.061081229981660,41.887902047863911,0.94343344652036195E-2,0.16668220934050831E-1,0.14774116555953787E-1,0.39002479790038463,0.68908088060049766,0.61077671616852480
2,2.0054695538628096,-48.648697695636706,41.887902047863911,-0.13007549132221604E-1,-0.13612095086060823E-1,-0.15186352717405413E-1,-0.53774505665297712,-0.56273758944236318,-0.62781897030424683
2,-13.713122043238245,-46.719032304192396,41.887902047863911,-0.21044286890531907E-1,0.10770404437340321E-1,0.51231975798004996E-2,-0.86999181253431157,0.44525926332932919,0.21179809853416123
2,-43.218978022627475,-22.424041435311398,41.887902047863911,-0.11646296185647061E-1,-0.11190348109223701E-1,-0.18006961716712323E-1,-0.48146950193979354,-0.46262015363483583,-0.74442576000077265
2,-43.754901466895681,21.359454422694633,41.887902047863911,-0.16435571218587297E-1,-0.14968647071558958E-1,-0.95353227256564921E-2,-0.67946290928626063,-0.61881880173525983,-0.39419975332715229
2,-42.293532599900949,24.124153784828081,41.887902047863911,-0.86912649327884652E-2,-0.22213302622165698E-1,0.40176954091537646E-2,-0.35930556219011039,-0.91832008901788209,0.16609553601899782
2,-45.260262568673319,-17.950663715519497,41.887902047863911,0.13663649821323922E-1,0.81092557001196715E-2,0.18238843753562838E-1,0.56486891362595670,0.33524471993514965,0.75401199471535885
3,-52.044827210033496,-52.044827210033496,-41.887902047863911,-0.14535038913295070E-1,0.16813338968854615E-1,-0.28307393525872004E-2,-0.64875069014008924,0.75043935724358779,-0.12634600564556292
3,-67.747638249606766,-28.767787371379558,41.887902047863911,0.13326640376516334E-1,-0.12488877005094521E-1,0.12976803003880379E-1,0.59481554835093264,-0.55742317749963377,0.57920105716943493
3,-53.174182563357761,50.890415476425297,41.887902047863911,-0.11602974902220667E-1,0.34015186033753723E-2,-0.18861851801565546E-1,-0.51788220316414235,0.15182192181443988,-0.84187180003990147
3,-54.823063425236377,49.109671097625942,41.887902047863911,0.10452836453408011E-1,-0.47425940747062995E-2,0.19240967239090617E-1,0.46654741714293929,-0.21167890897118435,0.85879307580698461
3,-60.365454318359632,42.111043724687278,-41.887902047863911,0.87237835101008163E-2,-0.68558412706754236E-2,-0.19464373879349153E-1,0.38937360997595166,-0.30600067756084831,-0.86876451192863358
3,-44.911064564234415,58.312300232040705,-41.887902047863911,0.11266580591385829E-1,-0.47997926524393905E-2,-0.18761528750245542E-1,0.50286772383490697,-0.21423188574687310,-0.83739402401404717
3,-8.8212975860595790,8.7019407966465607,-83.775804095727821,0.19959111309667793E-1,0.10124237288681013E-1,-0.10500018217437677E-2,0.89084641011080989,0.45188086302032843,-0.46865330775381853E-1
3,-37.152128961777890,-63.537763513141627,-41.887902047863911,0.93384632542760891E-3,-0.12699134021632082E-1,0.18434444252973966E-1,0.41680896192978004E-1,-0.56680769895838068,0.82279507490872583
3,-1.0016707222674555,-73.595684210479618,-41.887902047863911,0.12881074285193162E-1,0.89350465604601595E-2,-0.16006613539304233E-1,0.57492834261496939,0.39880303431662950,-0.71443232057197248
3,-52.044827210033496,-52.044827210033496,41.887902047863911,-0.97967013517987981E-2,0.17637583785386865E-1,0.97421296240614123E-2,-0.43726176455313032,0.78722834671650721,0.43482603347301718
3,24.227554137407516,-69.500746033143244,41.887902047863911,0.12564126473651373E-1,0.12590454261738731E-1,0.13623215340441868E-1,0.56078182999104742,0.56195693318777240,0.60805274803596221
3,3.6696106395450254,-11.835244927093822,83.775804095727821,-0.17480921421739289E-1,0.13749620473687043E-1,0.27081602337076776E-2,-0.78023594599837931,0.61369466051512644,0.12087486184992333
3,62.937487205893355,38.160198936228014,41.887902047863911,0.76518661837574921E-2,0.85185199979965886E-2,-0.19257532804710313E-1,0.34153011197181021,0.38021196645146188,-0.85953245615487683
3,1.0016707222674555,73.595684210479618,41.887902047863911,0.21770083050638638E-1,0.23920687956511090E-2,-0.47233779882687255E-2,0.97167654574287854,0.10676657223268664,-0.21082122641439638
3,19.910733358251328,70.858244232983253,-41.887902047863911,-0.10070267955170836E-1,-0.80121541940709248E-2,-0.18340226205158544E-1,-0.44947201894567634,-0.35761105243122937,-0.81858978698975116
3,59.656580340893854,43.109401534641655,-41.887902047863911,-0.12331706250809983E-2,-0.14688409826339205E-1,-0.16873017387469033E-1,-0.55040808549195658E-1,-0.65559618166428368,-0.75310301817311975
3,73.599228866711954,-0.69396604372392190,-41.887902047863911,-0.63911915411613094E-2,0.18115890670772752E-1,-0.11529786843809823E-1,-0.28526170090630620,0.80857689100619745,-0.51461555876867271
3,50.692286292773112,-53.363097633627063,-41.887902047863911,0.17878981013210817E-1,0.93012390914474479E-2,0.97876349578368532E-2,0.79800276700412309,0.41514751461828514,0.43685709901525455
3,70.415578166884330,-21.423688526205982,41.887902047863911,0.12414103351690265E-1,0.70094163296423066E-2,-0.17283718623785489E-1,0.55408576233757756,0.31285528084656344,-0.77143408093057664
3,52.044827210033496,52.044827210033496,41.887902047863911,0.31575337233649132E-2,0.11905328746447248E-1,-0.18715286185354556E-1,0.14093200536944503,0.53137733491291839,-0.83533005321453080
3,-52.044827210033496,52.044827210033496,41.887902047863911,0.16267405075596712E-1,0.15364999412744414E-1,0.11212198391515945E-2,0.72607237810203418,0.68579479095183671,0.50044045206030903E-1
3,-67.747638249606766,28.767787371379558,-41.887902047863911,0.13342939316319411E-1,0.12326094118678988E-1,-0.13114960272657251E-1,0.59554302823653005,0.55015759599448366,-0.58536750942329729
3,-53.174182563357761,-50.890415476425297,-41.887902047863911,0.14946222811845197E-1,-0.16643987362514684E-1,0.12477648456430833E-2,0.66710329583658234,-0.74288059031184817,0.55692200727654094E-1
3,-54.823063425236377,-49.109671097625942,-41.887902047863911,0.52678838389630311E-2,-0.17234524809992647E-1,0.13311249498369149E-1,0.23512446691691297,-0.76923838535390110,0.59412859849965183
3,-60.365454318359632,-42.111043724687278,41.887902047863911,0.13976352293155810E-1,-0.28488395555180406E-2,0.17277572125139782E-1,0.62381451125887200,-0.12715388233671629,0.77115974074737281
3,-44.911064564234415,-58.312300232040705,41.887902047863911,-0.92524604901130774E-2,-0.67150833808401330E-2,-0.19268327349361545E-1,-0.41297035145632105,-0.29971815030254279,-0.86001425522910080
3,-8.8212975860595790,-8.7019407966465607,83.775804095727821,-0.49784692942488589E-2,0.21775314266861422E-1,0.17376250575241634E-2,-0.22220686231056005,0.97191003360314820,0.77556411234812411E-1
3,-37.152128961777890,63.537763513141627,41.887902047863911,0.46812221262740447E-2,0.13901805863170358E-1,-0.16935015852431245E-1,0.20893965975842521,0.62048723788939342,-0.75587023105585038
3,-1.0016707222674555,73.595684210479618,41.887902047863911,-0.33328617869011093E-2,0.10924957422125582E-1,-0.19274494712159133E-1,-0.14875752292729563,0.48761986188231815,-0.86028952665390734
3,-52.044827210033496,52.044827210033496,-41.887902047863911,-0.32510868501195735E-2,-0.15780885702837245E-1,-0.15568008527164272E-1,-0.14510761548709900,-0.70435728117473773,-0.69485581265740259
3,24.227554137407516,69.500746033143244,-41.887902047863911,0.15276740512348789E-1,-0.12031932045891407E-1,-0.11127561248373594E-1,0.68185548106183747,-0.53702809225717862,-0.49666279412952347
3,3.6696106395450254,11.835244927093822,-83.775804095727821,-0.21861029022747145E-1,0.48983354958583051E-2,-0.26557148098861947E-3,-0.97573578923873783,0.21863020473712441,-0.11853403530643502E-1
3,62.937487205893355,-38.160198936228014,-41.887902047863911,-0.12505568370612154E-1,-0.18487458942890042E-1,-0.19476730572128417E-2,-0.55816817274619202,-0.82516130983081870,-0.86931603525211537E-1
3,1.0016707222674555,-73.595684210479618,-41.887902047863911,0.15239353611107344E-1,-0.79667828122548350E-2,0.14361799396763745E-1,0.68018677015385354,-0.35558596564326944,0.64101839189309717
3,19.910733358251328,-70.858244232983253,41.887902047863911,-0.17526290816219686E-1,-0.10416358214343415E-1,-0.92896404963091483E-2,-0.78226094408445068,-0.46491926307266673,-0.41462982789962460
3,59.656580340893854,-43.109401534641655,41.887902047863911,-0.54221033542459600E-2,0.10818111117080002E-1,0.18855717325237931E-1,-0.24200783458931427,0.48285092974868377,0.84159799645568478
3,73.599228866711954,0.69396604372392190,41.887902047863911,0.41505437411471884E-2,0.20650688051994735E-1,-0.76348463250362078E-2,0.18525358842093687,0.92171394968506259,-0.34077045490055047
3,50.692286292773112,53.363097633627063,41.887902047863911,0.14703433204771181E-1,-0.16575311560909606E-1,0.33221841349482415E-2,0.65626672869096314,-0.73981534405052118,0.14828094119161397
3,70.415578166884330,21.423688526205982,-41.887902047863911,-0.10764483200395596E-1,0.17351133927727361E-1,-0.92213264569346257E-2,-0.48045732432613758,0.77444306668006013,-0.41158072837847087
3,52.044827210033496,-52.044827210033496,-41.887902047863911,0.15709174896391349E-1,0.30958069215414451E-2,0.15671841383641458E-1,0.70115657180961011,0.13817691778268346,0.69949024382065017
4,67.827119639448313,68.560408054060048,-41.887902047863911,-0.86116129332982905E-2,-0.25708639878457887E-2,-0.18152267065197025E-1,-0.42515519850702038,-0.12692351567042573,-0.89617714674740234
4,8.2622559057869864,96.087370858352386,-41.887902047863911,0.13130614588430158E-2,0.79822789254696425E-2,0.18569682585453468E-1,0.64825824094779161E-1,0.39408498818776383,0.91678494458377902
4,-32.380198095629190,90.843659560869014,41.887902047863911,-0.17142387053403041E-1,-0.89135168739100656E-2,0.60796218314159859E-2,-0.84631938604587731,-0.44006019142705055,0.30015083662071812
4,40.546636283862057,48.920639644971260,83.775804095727821,0.10537752947135885E-1,0.12224690923846128E-1,-0.12238738219471506E-1,0.52024870146382263,0.60353280351444505,-0.60422631828413487
4,89.808727183611694,35.148829749834682,41.887902047863911,-0.89314410463372951E-2,0.12028370980434783E-2,0.18139916270880668E-1,-0.44094510754501803,0.59384049091767241E-1,0.89556738822133264
4,88.254952537928048,-38.885872288677355,41.887902047863911,-0.97389659236299005E-2,-0.17156144002301834E-1,0.45927425655971450E-2,-0.48081259835817053,-0.84699856640212645,0.22674363006004614
4,81.709904078588067,-51.230257530010469,-41.887902047863911,-0.94736467529139088E-2,-0.47686616178408255E-3,-0.17896833083759219E-1,-0.46771379496707666,-0.23542875097260239E-1,-0.88356637499943946
4,95.240543538967799,15.175196128064918,-41.887902047863911,0.33392049772715780E-2,0.15112023285797216E-1,0.13067152746198261E-1,0.16485649854025472,0.74608035796321381,0.64512513076962785
4,-61.331979263532695,16.602620781868392,-83.775804095727821,-0.12901554179352348E-1,0.10528273549218741E-1,0.11531668326536558E-1,-0.63694953206295368,0.51978070373396568,0.56931828850881627
4,-65.410145501402567,70.870025939099264,-41.887902047863911,0.15652807452020318E-1,0.90511045105487586E-2,-0.91291371209052709E-2,0.77277886395981077,0.44685289093878194,-0.45070535971589842
4,-94.767779485210056,17.891776953837137,-41.887902047863911,-0.56325581006462172E-2,0.96795361159002866E-2,0.16877644633864528E-1,-0.27807930708578443,0.47787854966157628,0.83324905685157435
4,-78.041304459828226,56.662178826194570,41.887902047863911,-0.98847076271307479E-2,-0.17055668807563842E-1,0.46551836930486985E-2,-0.48800786402589047,-0.84203810757812525,0.22982634756515113
4,-65.372641359474386,-70.904622365603188,41.887902047863911,0.69001719091970198E-2,-0.13992950404564823E-1,-0.12917390803181071E-1,0.34066138138231727,-0.69083174697136385,-0.63773138593861356
4,61.331979263532695,-16.602620781868392,83.775804095727821,-0.14266326630154667E-1,0.79047253436833713E-2,0.12010880912150411E-1,-0.70432832703807080,0.39025616904381699,0.59297700651458329
4,65.410145501402567,-70.870025939099264,41.887902047863911,0.68178967121393461E-2,0.13968712080750147E-1,0.12987123845982756E-1,0.33659945616480030,0.68963510129618955,0.64117410519277462
4,-8.2622559057869864,-96.087370858352386,41.887902047863911,-0.17415598577556382E-1,-0.28381471208744407E-2,-0.99456455632039135E-2,-0.85980783480518896,-0.14011927985078948,-0.49101636899568729
4,32.380198095629190,-90.843659560869014,-41.887902047863911,0.62114947209110276E-2,-0.62029578431114360E-2,0.18254168452489592E-1,0.30666139915357049,-0.30623993362746893,0.90120801667596029
4,-40.546636283862057,-48.920639644971260,-83.775804095727821,0.17207378355666984E-1,-0.10451245867569368E-1,-0.22252210010978591E-2,0.84952800564237774,-0.51597784827171589,-0.10985912671314219
4,-92.436644743135773,-27.504807211732398,-41.887902047863911,-0.94414667503819986E-2,0.13087218169305017E-1,0.12241627536959019E-1,-0.46612506873537285,0.64611576040081975,0.60436896384420224
4,-74.269454999754373,-61.523131951833513,41.887902047863911,-0.14259055709073383E-1,0.12955646078866482E-1,-0.62533657759548033E-2,-0.70396936177574587,0.63962004831277608,-0.30872857249922814
4,67.827119639448313,-68.560408054060048,41.887902047863911,-0.59231034792744551E-2,-0.14023317729871461E-1,-0.13361789684921292E-1,-0.29242352797480603,-0.69233098135624294,-0.65967135191780868
4,8.2622559057869864,-96.087370858352386,41.887902047863911,-0.16350575064451801E-1,-0.59311514025581231E-2,-0.10380469963583017E-1,-0.80722764028927063,-0.29282085382395179,-0.51248364297685411
4,-32.380198095629190,-90.843659560869014,-41.887902047863911,0.11386413529008797E-1,-0.10189553516436365E-1,0.13296488432863549E-1,0.56214706138152370,-0.50305810090783754,0.65644743010473983
4,40.546636283862057,-48.920639644971260,-83.775804095727821,0.18617329450534122E-1,0.54499939053526290E-2,0.58280896634389165E-2,0.91913726958241837,0.26906611556271959,0.28773269734349988
4,89.808727183611694,-35.148829749834682,-41.887902047863911,-0.81726758283462084E-2,-0.18417514143636238E-1,-0.20679848009388965E-2,-0.40348488036413049,-0.90927239094389667,-0.10209637792161359
4,88.254952537928048,38.885872288677355,-41.887902047863911,-0.10115499565036375E-1,0.47649305183806038E-2,-0.16889231014701155E-1,-0.49940205846241464,0.23524454664944636,-0.83382107629586777
