0.1000999361276627E+00,-0.9193352423608303E-02,0.9999197322559876E+05,0.2945135116577148E+01,-0.2400870434939861E-01
0.1000999270493642E+00,-0.9210249884363244E-02,0.9999197162723783E+05,0.3032236709376898E+01,-0.2508634754208013E-01
0.1000999072279909E+00,-0.9247143458607280E-02,0.9999197246513797E+05,0.3222745802805397E+01,-0.2748784341185583E-01
0.1000998801614535E+00,-0.9297522475882185E-02,0.9999197221767869E+05,0.3482540555024672E+01,-0.3086096640731616E-01
0.1000998505328405E+00,-0.9352670291499483E-02,0.9999196739347960E+05,0.3764532598746131E+01,-0.3464698261232367E-01
0.1000998234663030E+00,-0.9403049308774388E-02,0.9999196714612079E+05,0.4018081284323344E+01,-0.3815164103171114E-01
0.1000998036449297E+00,-0.9439942883018424E-02,0.9999196798374820E+05,0.4200357758577624E+01,-0.4071786428257759E-01
0.1000997945666313E+00,-0.9456840343773365E-02,0.9999196206488270E+05,0.4282713890075684E+01,-0.4188439995050430E-01
0.1001000404357910E+00,-0.8988839574158192E-02,0.9999197018895633E+05,0.1928035020828247E+01,-0.1320538669824600E-01
0.1001000337465184E+00,-0.9001954968007366E-02,0.9999197224227726E+05,0.1990511076821053E+01,-0.1364928435898498E-01
0.1001000191412961E+00,-0.9030590853820727E-02,0.9999197224198253E+05,0.2127318805501887E+01,-0.1473364421428173E-01
0.1000999991975316E+00,-0.9069693809162789E-02,0.9999197224149831E+05,0.2317987618699534E+01,-0.1664026723896308E-01
0.1000999773659220E+00,-0.9112498188603706E-02,0.9999197224179169E+05,0.2532123146185228E+01,-0.1907895184567146E-01
0.1000999574221576E+00,-0.9151601143945767E-02,0.9999197224221814E+05,0.2730923977396819E+01,-0.2141538757281779E-01
0.1000999428169352E+00,-0.9180237029759128E-02,0.9999197224264924E+05,0.2877662489119740E+01,-0.2318268571443003E-01
0.1000999361276627E+00,-0.9193352423608303E-02,0.9999197322559876E+05,0.2945135116577148E+01,-0.2400870434939861E-01
0.1001001223921776E+00,-0.8830102160573006E-02,0.9999196806812928E+05,0.1225364565849304E+01,-0.6915477570146322E-02
0.1001001171363206E+00,-0.8840281979119208E-02,0.9999196433113769E+05,0.1266908991875490E+01,-0.7269667056836138E-02
0.1001001056607887E+00,-0.8862508389156308E-02,0.9999196487875850E+05,0.1359319569128515E+01,-0.8083516766287152E-02
0.1001000899906881E+00,-0.8892859059107978E-02,0.9999196482767253E+05,0.1489296418216542E+01,-0.9272468990127318E-02
0.1001000728372805E+00,-0.8926082675623219E-02,0.9999196490207475E+05,0.1636250404266930E+01,-0.1066526166956832E-01
0.1001000571671799E+00,-0.8956433345574890E-02,0.9999197168110764E+05,0.1774862143335219E+01,-0.1196532808371483E-01
0.1001000456916480E+00,-0.8978659755611990E-02,0.9999197358311426E+05,0.1879590039878126E+01,-0.1285032769420618E-01
0.1001000404357910E+00,-0.8988839574158192E-02,0.9999197018895633E+05,0.1928035020828247E+01,-0.1320538669824600E-01
0.1001001894474030E+00,-0.8706894703209400E-02,0.9999197096954403E+05,0.7648016810417175E+00,-0.3460025647655129E-02
0.1001001851471563E+00,-0.8714795988301383E-02,0.9999197390155410E+05,0.7918786228244803E+00,-0.3638758179050315E-02
0.1001001757580848E+00,-0.8732047494453221E-02,0.9999197376432724E+05,0.8522063504316690E+00,-0.4048085096531491E-02
0.1001001629370933E+00,-0.8755604819658225E-02,0.9999197362440842E+05,0.9372289204668891E+00,-0.4650951218274922E-02
0.1001001489024872E+00,-0.8781392044124181E-02,0.9999197354892117E+05,0.1033716689977518E+01,-0.5371471193520837E-02
0.1001001360814958E+00,-0.8804949369329183E-02,0.9999196550237907E+05,0.1124902542103458E+01,-0.6087544652078855E-02
0.1001001266924242E+00,-0.8822200875481023E-02,0.9999196315938301E+05,0.1193467223874168E+01,-0.6648219569026559E-02
0.1001001223921776E+00,-0.8830102160573006E-02,0.9999196806812928E+05,0.1225364565849304E+01,-0.6915477570146322E-02
0.1001002416014671E+00,-0.8611263707280159E-02,0.9999197142119086E+05,0.4654852151870728E+00,-0.1696151681244373E-02
0.1001002382568308E+00,-0.8617396515948041E-02,0.9999197142152824E+05,0.4830746171929960E+00,-0.1788778761529118E-02
0.1001002309542197E+00,-0.8630786766423797E-02,0.9999197142191544E+05,0.5222529216325453E+00,-0.2000155493784744E-02
0.1001002209823374E+00,-0.8649071458917168E-02,0.9999197142165122E+05,0.5774600882807507E+00,-0.2309776684535964E-02
0.1001002100665327E+00,-0.8669086951572393E-02,0.9999197142148686E+05,0.6401332178313391E+00,-0.2677619106824872E-02
0.1001002000946504E+00,-0.8687371644065762E-02,0.9999197142191946E+05,0.6994082919255021E+00,-0.3041279135503273E-02
0.1001001927920392E+00,-0.8700761894541519E-02,0.9999197142205469E+05,0.7440267313395008E+00,-0.3325013756450786E-02
0.1001001894474030E+00,-0.8706894703209400E-02,0.9999197096954403E+05,0.7648016810417175E+00,-0.3460025647655129E-02
0.1001002788543701E+00,-0.8537037298083305E-02,0.9999197142248765E+05,0.2705254554748535E+00,-0.7697024266235530E-03
0.1001002764653442E+00,-0.8541797432193432E-02,0.9999197142221383E+05,0.2820249971754745E+00,-0.8188511223038181E-03
0.1001002712491934E+00,-0.8552190612787277E-02,0.9999197142168503E+05,0.3076126098088774E+00,-0.9308883216680118E-03
0.1001002641264203E+00,-0.8566382737985427E-02,0.9999197142138530E+05,0.3436189697051991E+00,-0.1094545796155037E-02
0.1001002563294169E+00,-0.8581918267378037E-02,0.9999197142117185E+05,0.3844297963470215E+00,-0.1288031544317465E-02
0.1001002492066439E+00,-0.8596110392576186E-02,0.9999197142168322E+05,0.4229869467179168E+00,-0.1478286457233141E-02
0.1001002439904930E+00,-0.8606503573170032E-02,0.9999197142185103E+05,0.4519868556948340E+00,-0.1626041692149511E-02
0.1001002416014671E+00,-0.8611263707280159E-02,0.9999197142119086E+05,0.4654852151870728E+00,-0.1696151681244373E-02
0.1001003086566925E+00,-0.8479425683617592E-02,0.9999197142206955E+05,0.1424331218004227E+00,-0.2836240746546537E-03
0.1001003067454717E+00,-0.8483120312175340E-02,0.9999197142182101E+05,0.1500292254983339E+00,-0.3086112773476269E-03
0.1001003025725511E+00,-0.8491187089484440E-02,0.9999197142195184E+05,0.1669095434216511E+00,-0.3662042371296467E-03
0.1001002968743327E+00,-0.8502202457925562E-02,0.9999197142161484E+05,0.1906169084924761E+00,-0.4514867000053874E-03
0.1001002906367300E+00,-0.8514260523775335E-02,0.9999197142182055E+05,0.2174285176558124E+00,-0.5533567490169440E-03
0.1001002849385115E+00,-0.8525275892216458E-02,0.9999197142206944E+05,0.2427097644840985E+00,-0.6540983788175158E-03
0.1001002807655908E+00,-0.8533342669525558E-02,0.9999197142202911E+05,0.2616957782011498E+00,-0.7324943174610736E-03
0.1001002788543701E+00,-0.8537037298083305E-02,0.9999197142248765E+05,0.2705254554748535E+00,-0.7697024266235530E-03
0.1001003310084343E+00,-0.8434708230197430E-02,0.9999197142322862E+05,0.5730499327182770E-01,-0.5763814988313243E-04
0.1001003295750187E+00,-0.8437575957164779E-02,0.9999197142174991E+05,0.6238490284488411E-01,-0.6750436421040498E-04
0.1001003264453282E+00,-0.8443837294256540E-02,0.9999197142107542E+05,0.7365735233127267E-01,-0.9141252000762280E-04
0.1001003221716644E+00,-0.8452387292893795E-02,0.9999197142212823E+05,0.8945072560592601E-01,-0.1291457938341305E-03
0.1001003174934624E+00,-0.8461746620921227E-02,0.9999197142191677E+05,0.1072707212667146E+00,-0.1767771604067375E-03
0.1001003132197986E+00,-0.8470296619558480E-02,0.9999197142149837E+05,0.1240303696053214E+00,-0.2257715271273546E-03
0.1001003100901080E+00,-0.8476557956650243E-02,0.9999197142226063E+05,0.1365957497050395E+00,-0.2648489195339184E-03
0.1001003086566925E+00,-0.8479425683617592E-02,0.9999197142206955E+05,0.1424331218004227E+00,-0.2836240746546537E-03
0.1001003533601761E+00,-0.8399999700486660E-02,0.9999197172376668E+05,0.0000000000000000E+00,0.0000000000000000E+00
0.1001003519267605E+00,-0.8402225555919737E-02,0.9999197150975892E+05,0.3442361700919621E-02,0.1050009032788494E-06
0.1001003487970700E+00,-0.8407085443678474E-02,0.9999197138210062E+05,0.1106998931361611E-01,-0.1629143486687803E-05
0.1001003445234062E+00,-0.8413721731280540E-02,0.9999197143177125E+05,0.2173058837047592E-01,-0.8187863853795140E-05
0.1001003398452042E+00,-0.8420986199403549E-02,0.9999197142826120E+05,0.3372570797908141E-01,-0.2056873793940620E-04
